OrderID,CustomerID,OrderDate,Status,Channel
66,253,2025-10-02,Processing,Web
67,396,2025-09-18,Returned,Mobile
68,731,2025-03-28,Processing,Web
69,922,2025-09-07,Shipped,Mobile
70,756,2025-01-04,Returned,Alexa
71,818,2025-05-17,Processing,Web
72,710,2025-05-24,Delivered,Alexa
73,459,2025-01-06,Shipped,Web
74,696,2025-05-15,Delivered,Alexa
75,218,2025-03-09,Delivered,Web
76,810,2025-03-30,Processing,Alexa
77,422,2025-04-02,Cancelled,Alexa
78,4,2025-01-13,Returned,Mobile
79,327,2025-01-06,Returned,Web
80,499,2025-03-22,Cancelled,Mobile
81,933,2025-01-06,Returned,Mobile
82,355,2025-11-19,Processing,Web
83,585,2025-01-16,Cancelled,Alexa
84,455,2025-03-26,Cancelled,Alexa
85,45,2025-10-24,Processing,Alexa
86,72,2025-11-12,Returned,Web
87,363,2025-01-04,Processing,Alexa
88,420,2025-07-30,Returned,Web
89,970,2025-09-12,Cancelled,Web
90,481,2025-12-13,Processing,Alexa
91,588,2025-03-11,Processing,Web
92,659,2025-04-19,Delivered,Web
93,719,2025-10-11,Delivered,Mobile
94,309,2025-01-23,Shipped,Web
95,523,2025-12-10,Shipped,Alexa
96,389,2025-01-17,Delivered,Web
97,957,2025-03-01,Delivered,Mobile
98,748,2025-08-17,Cancelled,Web
99,382,2025-02-18,Processing,Alexa
100,522,2025-08-04,Processing,Mobile
101,642,2025-12-14,Returned,Web
102,312,2025-07-11,Processing,Alexa
103,521,2025-12-18,Processing,Web
104,122,2025-07-22,Shipped,Alexa
105,896,2025-12-26,Shipped,Alexa
106,23,2025-07-12,Shipped,Mobile
107,599,2025-05-21,Processing,Mobile
108,402,2025-03-21,Returned,Mobile
109,465,2025-09-22,Cancelled,Mobile
110,524,2025-06-24,Delivered,Mobile
111,559,2025-08-08,Delivered,Web
112,588,2025-03-17,Returned,Alexa
113,539,2025-11-11,Returned,Alexa
114,115,2025-02-10,Cancelled,Mobile
115,525,2025-07-17,Shipped,Mobile
116,630,2025-04-19,Returned,Web
117,296,2025-07-26,Processing,Mobile
118,216,2025-03-07,Cancelled,Web
119,513,2025-06-01,Shipped,Alexa
120,533,2025-06-16,Shipped,Web
121,393,2025-06-02,Cancelled,Alexa
122,464,2025-04-21,Cancelled,Mobile
123,534,2025-12-23,Processing,Web
124,369,2025-03-29,Cancelled,Alexa
125,421,2025-09-14,Cancelled,Mobile
126,488,2025-12-23,Delivered,Alexa
127,989,2025-04-18,Returned,Alexa
128,958,2025-02-08,Processing,Alexa
129,498,2025-04-25,Cancelled,Alexa
130,649,2025-02-01,Processing,Mobile
131,918,2025-06-14,Returned,Web
132,224,2025-05-06,Delivered,Alexa
133,76,2025-07-15,Delivered,Mobile
134,963,2025-04-29,Delivered,Mobile
135,169,2025-10-29,Delivered,Alexa
136,366,2025-08-18,Processing,Alexa
137,417,2025-09-09,Shipped,Alexa
138,289,2025-01-15,Returned,Mobile
139,301,2025-01-24,Delivered,Web
140,280,2025-06-05,Shipped,Mobile
141,367,2025-11-29,Cancelled,Mobile
142,443,2025-05-15,Processing,Web
143,983,2025-03-09,Delivered,Mobile
144,62,2025-03-21,Processing,Mobile
145,283,2025-08-09,Delivered,Web
146,772,2025-12-07,Cancelled,Mobile
147,616,2025-11-27,Delivered,Mobile
148,727,2025-05-25,Shipped,Mobile
149,944,2025-04-26,Cancelled,Mobile
150,883,2025-11-07,Returned,Alexa
151,429,2025-12-03,Processing,Alexa
152,977,2025-11-12,Shipped,Alexa
153,3,2025-11-28,Returned,Alexa
154,673,2025-10-19,Delivered,Mobile
155,259,2025-06-02,Processing,Alexa
156,517,2025-01-25,Delivered,Mobile
157,320,2025-09-17,Cancelled,Alexa
158,19,2025-03-02,Delivered,Alexa
159,664,2025-02-06,Returned,Web
160,208,2025-10-26,Shipped,Alexa
161,269,2025-12-22,Delivered,Alexa
162,56,2025-02-27,Shipped,Web
163,43,2025-01-01,Processing,Alexa
164,727,2025-09-05,Returned,Web
165,395,2025-10-16,Returned,Web
166,360,2025-05-15,Processing,Alexa
167,80,2025-10-17,Cancelled,Mobile
168,273,2025-03-30,Delivered,Web
169,659,2025-02-22,Processing,Web
170,917,2025-05-13,Cancelled,Mobile
171,685,2025-03-06,Shipped,Mobile
172,926,2025-12-05,Processing,Mobile
173,229,2025-01-06,Delivered,Alexa
174,401,2025-06-16,Returned,Alexa
175,530,2025-11-20,Processing,Alexa
176,955,2025-08-30,Cancelled,Web
177,515,2025-09-05,Processing,Mobile
178,763,2025-03-02,Cancelled,Alexa
179,276,2025-12-27,Processing,Mobile
180,813,2025-07-04,Shipped,Alexa
181,998,2025-09-15,Returned,Mobile
182,802,2025-07-22,Delivered,Web
183,258,2025-04-22,Cancelled,Mobile
184,387,2025-09-20,Cancelled,Mobile
185,427,2025-07-31,Delivered,Alexa
186,989,2025-10-24,Cancelled,Alexa
187,674,2025-12-13,Returned,Web
188,792,2025-01-04,Cancelled,Alexa
189,363,2025-06-19,Shipped,Alexa
190,398,2025-03-08,Cancelled,Alexa
191,533,2025-01-09,Processing,Mobile
192,164,2025-03-17,Cancelled,Web
193,765,2025-05-21,Processing,Alexa
194,874,2025-07-04,Processing,Mobile
195,580,2025-07-05,Delivered,Mobile
196,225,2025-01-20,Processing,Mobile
197,891,2025-06-06,Returned,Web
198,306,2025-02-20,Processing,Alexa
199,659,2025-07-30,Delivered,Web
200,423,2025-12-04,Returned,Web
201,572,2025-08-04,Cancelled,Alexa
202,458,2025-07-03,Shipped,Web
203,345,2025-06-01,Returned,Alexa
204,712,2025-06-12,Shipped,Mobile
205,696,2025-02-15,Shipped,Alexa
206,802,2025-08-29,Cancelled,Alexa
207,392,2025-05-17,Processing,Web
208,58,2025-04-26,Shipped,Mobile
209,527,2025-05-26,Returned,Alexa
210,827,2025-11-06,Shipped,Alexa
211,130,2025-05-06,Delivered,Alexa
212,899,2025-10-20,Shipped,Alexa
213,188,2025-11-03,Cancelled,Alexa
214,398,2025-05-18,Returned,Mobile
215,581,2025-06-23,Cancelled,Mobile
216,512,2025-07-04,Cancelled,Web
217,961,2025-12-23,Processing,Web
218,134,2025-12-03,Delivered,Web
219,910,2025-05-14,Shipped,Mobile
220,820,2025-11-29,Shipped,Mobile
221,224,2025-02-09,Processing,Alexa
222,91,2025-07-30,Shipped,Web
223,999,2025-04-03,Shipped,Web
224,673,2025-03-07,Returned,Alexa
225,527,2025-11-17,Processing,Mobile
226,545,2025-10-16,Returned,Mobile
227,680,2025-11-14,Processing,Alexa
228,858,2025-10-07,Shipped,Alexa
229,546,2025-08-26,Returned,Alexa
230,825,2025-02-18,Cancelled,Alexa
231,3,2025-01-11,Shipped,Mobile
232,440,2025-03-10,Returned,Alexa
233,114,2025-06-05,Returned,Web
234,979,2025-01-15,Cancelled,Mobile
235,849,2025-01-05,Returned,Web
236,707,2025-01-12,Returned,Alexa
237,289,2025-09-04,Cancelled,Mobile
238,211,2025-03-02,Cancelled,Web
239,773,2025-10-01,Returned,Web
240,898,2025-10-02,Cancelled,Web
241,364,2025-07-05,Shipped,Mobile
242,759,2025-06-22,Cancelled,Web
243,510,2025-09-22,Shipped,Web
244,914,2025-04-09,Shipped,Alexa
245,937,2025-01-11,Shipped,Web
246,804,2025-10-29,Cancelled,Alexa
247,827,2025-06-04,Shipped,Alexa
248,418,2025-04-21,Delivered,Alexa
249,664,2025-08-09,Shipped,Mobile
250,426,2025-02-12,Cancelled,Web
251,45,2025-01-30,Returned,Web
252,129,2025-05-24,Delivered,Web
253,933,2025-07-14,Returned,Web
254,372,2025-02-27,Processing,Mobile
255,944,2025-02-20,Processing,Alexa
256,716,2025-05-28,Processing,Alexa
257,955,2025-03-21,Processing,Alexa
258,751,2025-08-22,Delivered,Mobile
259,733,2025-01-11,Processing,Web
260,289,2025-02-22,Shipped,Web
261,826,2025-07-07,Shipped,Alexa
262,483,2025-02-24,Processing,Mobile
263,198,2025-05-15,Cancelled,Alexa
264,1000,2025-12-23,Processing,Alexa
265,867,2025-10-08,Shipped,Mobile
266,754,2025-03-02,Processing,Web
267,812,2025-11-13,Cancelled,Web
268,697,2025-09-26,Delivered,Alexa
269,153,2025-04-25,Cancelled,Web
270,961,2025-06-18,Shipped,Web
271,169,2025-06-03,Processing,Web
272,272,2025-07-07,Delivered,Web
273,528,2025-11-05,Shipped,Web
274,96,2025-02-01,Cancelled,Web
275,796,2025-03-03,Returned,Mobile
276,981,2025-01-10,Returned,Mobile
277,505,2025-11-11,Shipped,Web
278,749,2025-04-05,Delivered,Web
279,937,2025-12-21,Processing,Web
280,222,2025-02-02,Shipped,Alexa
281,398,2025-01-27,Delivered,Web
282,130,2025-12-15,Returned,Web
283,272,2025-10-30,Shipped,Mobile
284,497,2025-02-15,Shipped,Mobile
285,879,2025-04-14,Returned,Mobile
286,736,2025-07-19,Delivered,Alexa
287,73,2025-08-22,Cancelled,Mobile
288,854,2025-04-29,Delivered,Alexa
289,221,2025-11-05,Returned,Mobile
290,235,2025-03-10,Shipped,Web
291,559,2025-03-17,Processing,Web
292,879,2025-02-18,Cancelled,Mobile
293,366,2025-01-20,Delivered,Mobile
294,103,2025-11-21,Returned,Web
295,594,2025-02-10,Cancelled,Web
296,218,2025-04-07,Processing,Web
297,335,2025-05-13,Shipped,Web
298,493,2025-10-18,Delivered,Web
299,298,2025-07-25,Returned,Web
300,777,2025-01-16,Delivered,Web
301,184,2025-09-21,Processing,Mobile
302,596,2025-09-12,Shipped,Alexa
303,182,2025-04-28,Processing,Mobile
304,527,2025-09-30,Shipped,Web
305,658,2025-01-02,Cancelled,Alexa
306,632,2025-05-10,Shipped,Web
307,959,2025-07-19,Returned,Mobile
308,765,2025-08-03,Shipped,Alexa
309,363,2025-11-13,Shipped,Alexa
310,325,2025-02-20,Cancelled,Mobile
311,410,2025-10-18,Processing,Web
312,937,2025-02-27,Cancelled,Web
313,737,2025-07-01,Processing,Mobile
314,645,2025-02-25,Delivered,Mobile
315,406,2025-06-05,Cancelled,Mobile
316,26,2025-11-06,Returned,Mobile
317,920,2025-03-29,Processing,Web
318,832,2025-07-12,Processing,Mobile
319,253,2025-04-28,Delivered,Web
320,418,2025-11-29,Shipped,Web
321,407,2025-12-22,Returned,Alexa
322,48,2025-04-07,Shipped,Web
323,967,2025-07-16,Cancelled,Mobile
324,945,2025-05-31,Returned,Mobile
325,735,2025-09-11,Processing,Web
326,659,2025-12-26,Returned,Alexa
327,239,2025-02-27,Delivered,Alexa
328,347,2025-02-26,Returned,Web
329,505,2025-06-08,Shipped,Mobile
330,200,2025-09-17,Processing,Web
331,83,2025-06-29,Processing,Alexa
332,376,2025-05-13,Returned,Alexa
333,390,2025-10-25,Returned,Web
334,167,2025-06-01,Returned,Alexa
335,916,2025-10-12,Shipped,Web
336,484,2025-11-23,Returned,Web
337,66,2025-06-23,Cancelled,Mobile
338,374,2025-05-21,Shipped,Alexa
339,221,2025-09-21,Delivered,Web
340,783,2025-11-22,Processing,Web
341,845,2025-10-07,Returned,Mobile
342,42,2025-01-22,Shipped,Alexa
343,267,2025-07-18,Returned,Alexa
344,224,2025-04-24,Delivered,Web
345,88,2025-12-29,Shipped,Mobile
346,385,2025-06-13,Processing,Mobile
347,59,2025-09-24,Shipped,Mobile
348,15,2025-11-21,Shipped,Mobile
349,597,2025-01-27,Delivered,Alexa
350,638,2025-03-12,Processing,Alexa
351,425,2025-09-21,Delivered,Web
352,231,2025-04-25,Cancelled,Alexa
353,943,2025-05-08,Shipped,Alexa
354,243,2025-07-29,Delivered,Mobile
355,622,2025-11-20,Processing,Alexa
356,542,2025-06-18,Delivered,Mobile
357,357,2025-07-06,Returned,Alexa
358,130,2025-05-12,Shipped,Alexa
359,413,2025-08-05,Returned,Mobile
360,948,2025-06-30,Delivered,Mobile
361,323,2025-07-09,Delivered,Web
362,307,2025-09-06,Processing,Alexa
363,799,2025-01-24,Returned,Mobile
364,308,2025-02-20,Shipped,Mobile
365,967,2025-03-12,Delivered,Mobile
366,885,2025-11-24,Returned,Mobile
367,615,2025-07-13,Delivered,Mobile
368,929,2025-08-05,Returned,Alexa
369,427,2025-01-28,Delivered,Mobile
370,736,2025-08-12,Cancelled,Alexa
371,886,2025-12-16,Returned,Mobile
372,195,2025-09-29,Cancelled,Web
373,694,2025-01-12,Shipped,Alexa
374,776,2025-06-06,Cancelled,Alexa
375,476,2025-01-14,Shipped,Alexa
376,142,2025-03-10,Shipped,Web
377,48,2025-07-09,Processing,Web
378,62,2025-04-30,Cancelled,Mobile
379,154,2025-11-21,Processing,Alexa
380,738,2025-03-06,Processing,Alexa
381,594,2025-04-27,Returned,Web
382,237,2025-10-27,Cancelled,Web
383,673,2025-01-06,Delivered,Mobile
384,438,2025-03-28,Returned,Mobile
385,704,2025-10-21,Delivered,Alexa
386,170,2025-01-08,Cancelled,Web
387,775,2025-05-12,Shipped,Alexa
388,22,2025-12-30,Shipped,Mobile
389,480,2025-05-24,Shipped,Web
390,184,2025-06-22,Cancelled,Alexa
391,286,2025-07-13,Shipped,Web
392,606,2025-12-15,Delivered,Alexa
393,392,2025-10-12,Processing,Mobile
394,197,2025-04-11,Shipped,Mobile
395,694,2025-06-27,Processing,Web
396,482,2025-12-01,Processing,Alexa
397,70,2025-04-27,Delivered,Alexa
398,327,2025-07-14,Shipped,Mobile
399,170,2025-07-23,Cancelled,Alexa
400,599,2025-08-27,Processing,Mobile
401,78,2025-10-07,Processing,Web
402,285,2025-01-06,Cancelled,Mobile
403,42,2025-10-11,Processing,Mobile
404,780,2025-02-07,Processing,Mobile
405,779,2025-08-11,Delivered,Mobile
406,751,2025-02-26,Processing,Mobile
407,188,2025-09-03,Delivered,Alexa
408,83,2025-11-15,Returned,Alexa
409,252,2025-05-05,Delivered,Alexa
410,465,2025-08-15,Shipped,Mobile
411,612,2025-07-16,Returned,Mobile
412,12,2025-02-14,Processing,Mobile
413,857,2025-01-17,Delivered,Alexa
414,444,2025-04-19,Cancelled,Web
415,455,2025-09-11,Returned,Alexa
416,599,2025-07-14,Cancelled,Mobile
417,455,2025-07-17,Cancelled,Mobile
418,526,2025-08-05,Delivered,Alexa
419,155,2025-08-09,Shipped,Alexa
420,474,2025-07-21,Delivered,Alexa
421,28,2025-01-14,Shipped,Web
422,24,2025-02-24,Cancelled,Alexa
423,765,2025-04-01,Cancelled,Mobile
424,328,2025-03-07,Processing,Web
425,809,2025-09-04,Delivered,Alexa
426,66,2025-08-03,Delivered,Alexa
427,836,2025-11-16,Cancelled,Alexa
428,928,2025-12-17,Cancelled,Alexa
429,530,2025-03-16,Processing,Alexa
430,560,2025-11-22,Shipped,Mobile
431,13,2025-04-26,Shipped,Alexa
432,8,2025-07-22,Cancelled,Mobile
433,852,2025-12-01,Shipped,Mobile
434,24,2025-09-19,Returned,Mobile
435,276,2025-08-06,Shipped,Mobile
436,168,2025-12-07,Processing,Web
437,290,2025-12-05,Processing,Alexa
438,324,2025-12-16,Delivered,Mobile
439,408,2025-02-19,Delivered,Alexa
440,987,2025-12-03,Cancelled,Alexa
441,688,2025-03-22,Cancelled,Web
442,17,2025-10-31,Cancelled,Alexa
443,455,2025-05-02,Delivered,Mobile
444,692,2025-05-16,Returned,Alexa
445,309,2025-03-12,Processing,Alexa
446,343,2025-05-03,Delivered,Alexa
447,305,2025-05-17,Processing,Alexa
448,856,2025-05-27,Returned,Mobile
449,706,2025-12-08,Shipped,Alexa
450,918,2025-01-11,Cancelled,Mobile
451,493,2025-10-13,Cancelled,Mobile
452,267,2025-06-01,Shipped,Mobile
453,450,2025-07-23,Shipped,Mobile
454,199,2025-04-18,Delivered,Alexa
455,163,2025-03-03,Processing,Alexa
456,864,2025-03-06,Cancelled,Alexa
457,973,2025-07-31,Shipped,Mobile
458,863,2025-06-29,Returned,Web
459,464,2025-07-30,Shipped,Alexa
460,199,2025-01-11,Processing,Mobile
461,240,2025-05-17,Delivered,Alexa
462,197,2025-03-08,Returned,Web
463,13,2025-06-15,Shipped,Web
464,647,2025-09-28,Cancelled,Alexa
465,1,2025-08-29,Returned,Web
466,121,2025-09-02,Processing,Web
467,555,2025-07-30,Shipped,Alexa
468,240,2025-04-10,Returned,Alexa
469,240,2025-10-31,Cancelled,Alexa
470,213,2025-09-02,Shipped,Alexa
471,133,2025-01-08,Delivered,Mobile
472,523,2025-03-14,Cancelled,Mobile
473,42,2025-03-31,Delivered,Web
474,78,2025-04-20,Processing,Web
475,95,2025-03-23,Shipped,Web
476,91,2025-07-17,Returned,Mobile
477,302,2025-04-21,Cancelled,Alexa
478,942,2025-09-27,Shipped,Alexa
479,372,2025-11-30,Processing,Web
480,306,2025-04-08,Processing,Alexa
481,518,2025-12-04,Shipped,Alexa
482,784,2025-06-26,Delivered,Alexa
483,603,2025-06-24,Returned,Web
484,847,2025-02-15,Returned,Alexa
485,881,2025-05-02,Returned,Alexa
486,160,2025-07-18,Delivered,Mobile
487,726,2025-01-03,Cancelled,Mobile
488,128,2025-04-10,Processing,Mobile
489,130,2025-09-11,Processing,Web
490,701,2025-11-14,Cancelled,Alexa
491,329,2025-04-18,Shipped,Alexa
492,466,2025-12-19,Shipped,Web
493,899,2025-02-12,Processing,Mobile
494,89,2025-08-30,Cancelled,Alexa
495,355,2025-03-19,Processing,Alexa
496,988,2025-07-16,Cancelled,Alexa
497,181,2025-10-20,Processing,Mobile
498,746,2025-12-04,Delivered,Web
499,279,2025-06-24,Processing,Alexa
500,175,2025-02-23,Cancelled,Web
501,201,2025-10-07,Processing,Mobile
502,53,2025-09-28,Delivered,Web
503,69,2025-01-17,Cancelled,Alexa
504,615,2025-06-02,Cancelled,Web
505,255,2025-12-04,Shipped,Alexa
506,93,2025-10-13,Returned,Mobile
507,426,2025-04-08,Shipped,Alexa
508,37,2025-05-20,Delivered,Web
509,63,2025-05-25,Cancelled,Alexa
510,439,2025-10-25,Cancelled,Web
511,375,2025-08-03,Shipped,Web
512,182,2025-02-20,Cancelled,Mobile
513,141,2025-10-14,Cancelled,Mobile
514,840,2025-03-07,Delivered,Mobile
515,266,2025-06-02,Shipped,Web
516,726,2025-12-21,Shipped,Web
517,811,2025-03-30,Returned,Web
518,67,2025-11-03,Returned,Alexa
519,857,2025-05-20,Shipped,Alexa
520,326,2025-04-29,Returned,Web
521,277,2025-06-24,Processing,Web
522,787,2025-05-27,Returned,Web
523,699,2025-10-18,Cancelled,Mobile
524,787,2025-10-11,Returned,Mobile
525,297,2025-09-01,Delivered,Mobile
526,964,2025-11-20,Cancelled,Mobile
527,629,2025-01-28,Returned,Web
528,547,2025-09-05,Delivered,Alexa
529,192,2025-10-11,Processing,Web
530,295,2025-11-11,Delivered,Alexa
531,988,2025-01-15,Delivered,Web
532,539,2025-03-24,Returned,Mobile
533,835,2025-08-26,Cancelled,Alexa
534,403,2025-08-02,Processing,Mobile
535,845,2025-01-10,Processing,Web
536,290,2025-07-18,Shipped,Mobile
537,865,2025-04-10,Delivered,Web
538,887,2025-06-02,Returned,Web
539,575,2025-09-30,Cancelled,Mobile
540,869,2025-06-16,Shipped,Web
541,796,2025-11-28,Delivered,Mobile
542,166,2025-10-07,Returned,Alexa
543,423,2025-02-09,Cancelled,Web
544,765,2025-05-10,Cancelled,Mobile
545,485,2025-07-05,Processing,Alexa
546,184,2025-12-18,Returned,Web
547,239,2025-03-11,Delivered,Web
548,133,2025-07-27,Shipped,Alexa
549,523,2025-08-17,Delivered,Mobile
550,409,2025-09-30,Cancelled,Web
551,540,2025-02-06,Delivered,Web
552,536,2025-10-06,Processing,Alexa
553,558,2025-04-25,Returned,Web
554,381,2025-12-08,Cancelled,Alexa
555,233,2025-05-26,Cancelled,Web
556,784,2025-07-28,Delivered,Web
557,50,2025-09-14,Shipped,Mobile
558,711,2025-10-08,Processing,Alexa
559,825,2025-11-06,Shipped,Web
560,600,2025-07-18,Delivered,Alexa
561,457,2025-05-13,Processing,Mobile
562,880,2025-09-08,Shipped,Mobile
563,278,2025-01-03,Returned,Mobile
564,878,2025-03-10,Shipped,Web
565,501,2025-05-27,Returned,Alexa
566,590,2025-06-02,Cancelled,Alexa
567,643,2025-06-05,Returned,Alexa
568,542,2025-10-19,Shipped,Mobile
569,150,2025-10-17,Cancelled,Mobile
570,881,2025-10-22,Cancelled,Alexa
571,719,2025-07-30,Returned,Mobile
572,12,2025-06-04,Delivered,Alexa
573,128,2025-07-17,Delivered,Alexa
574,189,2025-02-28,Processing,Mobile
575,12,2025-06-09,Delivered,Mobile
576,713,2025-04-08,Cancelled,Web
577,715,2025-05-12,Shipped,Alexa
578,432,2025-12-11,Processing,Web
579,321,2025-03-05,Delivered,Web
580,653,2025-03-20,Shipped,Mobile
581,636,2025-03-01,Shipped,Web
582,433,2025-08-16,Processing,Web
583,795,2025-12-20,Cancelled,Alexa
584,596,2025-10-06,Delivered,Alexa
585,110,2025-05-08,Cancelled,Web
586,37,2025-07-07,Delivered,Alexa
587,175,2025-10-26,Cancelled,Alexa
588,360,2025-12-21,Shipped,Alexa
589,920,2025-05-22,Returned,Web
590,344,2025-08-11,Returned,Mobile
591,254,2025-04-08,Cancelled,Alexa
592,299,2025-05-07,Returned,Mobile
593,285,2025-01-18,Shipped,Mobile
594,301,2025-11-27,Returned,Mobile
595,852,2025-04-26,Delivered,Mobile
596,908,2025-07-15,Cancelled,Mobile
597,613,2025-11-19,Returned,Mobile
598,266,2025-03-18,Shipped,Web
599,731,2025-06-11,Cancelled,Mobile
600,52,2025-01-22,Shipped,Mobile
601,297,2025-09-20,Shipped,Mobile
602,33,2025-12-24,Shipped,Mobile
603,621,2025-10-09,Shipped,Web
604,9,2025-12-14,Processing,Web
605,680,2025-01-18,Cancelled,Mobile
606,848,2025-12-27,Processing,Mobile
607,877,2025-08-13,Cancelled,Mobile
608,967,2025-09-13,Processing,Alexa
609,607,2025-12-27,Processing,Mobile
610,530,2025-07-21,Delivered,Alexa
611,992,2025-07-13,Shipped,Web
612,584,2025-10-15,Returned,Web
613,611,2025-11-01,Cancelled,Mobile
614,939,2025-07-13,Delivered,Alexa
615,1,2025-07-08,Returned,Web
616,191,2025-01-05,Delivered,Web
617,631,2025-12-28,Processing,Mobile
618,885,2025-11-21,Cancelled,Web
619,197,2025-06-03,Cancelled,Web
620,218,2025-08-09,Returned,Alexa
621,243,2025-10-25,Returned,Mobile
622,897,2025-01-02,Processing,Mobile
623,551,2025-05-07,Returned,Alexa
624,535,2025-12-12,Processing,Web
625,488,2025-08-16,Shipped,Alexa
626,290,2025-04-09,Cancelled,Web
627,207,2025-09-21,Returned,Mobile
628,937,2025-10-24,Shipped,Web
629,950,2025-02-12,Shipped,Alexa
630,766,2025-02-01,Returned,Alexa
631,865,2025-12-05,Cancelled,Alexa
632,705,2025-05-24,Cancelled,Mobile
633,148,2025-04-27,Returned,Alexa
634,828,2025-04-27,Delivered,Mobile
635,363,2025-06-27,Returned,Mobile
636,91,2025-04-21,Processing,Web
637,863,2025-09-03,Shipped,Mobile
638,832,2025-12-11,Delivered,Alexa
639,654,2025-09-02,Processing,Web
640,91,2025-02-17,Returned,Alexa
641,382,2025-10-26,Shipped,Alexa
642,58,2025-05-25,Processing,Mobile
643,698,2025-11-10,Shipped,Alexa
644,623,2025-09-05,Returned,Alexa
645,298,2025-03-19,Shipped,Web
646,529,2025-06-19,Cancelled,Mobile
647,512,2025-03-31,Returned,Web
648,346,2025-07-15,Delivered,Alexa
649,558,2025-09-13,Delivered,Web
650,738,2025-04-19,Cancelled,Mobile
651,411,2025-06-23,Shipped,Mobile
652,356,2025-09-13,Processing,Alexa
653,638,2025-02-20,Shipped,Alexa
654,411,2025-08-05,Shipped,Mobile
655,903,2025-07-04,Delivered,Web
656,184,2025-06-21,Processing,Web
657,455,2025-11-16,Returned,Alexa
658,415,2025-10-02,Cancelled,Alexa
659,469,2025-01-17,Delivered,Alexa
660,110,2025-12-11,Shipped,Alexa
661,362,2025-09-17,Cancelled,Alexa
662,239,2025-10-05,Cancelled,Web
663,239,2025-11-30,Delivered,Alexa
664,457,2025-04-26,Shipped,Web
665,646,2025-06-24,Delivered,Web
666,342,2025-06-22,Returned,Web
667,796,2025-02-09,Delivered,Web
668,277,2025-06-08,Delivered,Web
669,116,2025-12-09,Cancelled,Web
670,789,2025-07-03,Shipped,Mobile
671,308,2025-12-26,Processing,Alexa
672,896,2025-08-18,Returned,Alexa
673,793,2025-03-24,Shipped,Mobile
674,313,2025-05-12,Delivered,Mobile
675,582,2025-08-01,Shipped,Alexa
676,766,2025-11-12,Cancelled,Mobile
677,979,2025-05-12,Returned,Mobile
678,134,2025-10-18,Cancelled,Mobile
679,208,2025-10-28,Returned,Web
680,626,2025-08-04,Cancelled,Mobile
681,170,2025-01-19,Processing,Alexa
682,833,2025-10-12,Cancelled,Web
683,140,2025-12-10,Returned,Alexa
684,974,2025-10-15,Returned,Web
685,902,2025-08-19,Delivered,Mobile
686,138,2025-02-01,Cancelled,Alexa
687,871,2025-04-14,Returned,Alexa
688,450,2025-11-17,Processing,Alexa
689,188,2025-06-07,Delivered,Web
690,14,2025-01-07,Shipped,Alexa
