PaymentID,OrderID,Method,Amount,PaymentStatus
165,165,UPI,42.22,Paid
166,166,PayPal,7208.07,Paid
167,167,UPI,10915.9,Refunded
168,168,PayPal,5006.14,Paid
169,169,Mastercard,16467.77,Paid
170,170,UPI,459.91,Refunded
171,171,Mastercard,137.04,Paid
172,172,Visa,5146.98,Paid
173,173,Gift Card,7644.95,Paid
174,174,Mastercard,6557.65,Paid
175,175,Gift Card,12443.49,Paid
176,176,Mastercard,6413.22,Refunded
177,177,Gift Card,3241.4,Paid
178,178,UPI,12811.19,Refunded
179,179,UPI,3539.96,Paid
180,180,PayPal,2378.02,Paid
181,181,PayPal,4603.99,Paid
182,182,PayPal,5703.22,Paid
183,183,Gift Card,17078.37,Refunded
184,184,UPI,3274.52,Refunded
185,185,UPI,14439.64,Paid
186,186,Visa,7537.93,Refunded
187,187,PayPal,4527.54,Paid
188,188,PayPal,2563.36,Refunded
189,189,Mastercard,3132.78,Paid
190,190,PayPal,2215.85,Refunded
191,191,Gift Card,3022.42,Paid
192,192,Gift Card,7832.64,Refunded
193,193,PayPal,1407.95,Paid
194,194,Gift Card,4360.22,Paid
195,195,PayPal,7703.13,Paid
196,196,Visa,322.14,Paid
197,197,PayPal,5332.33,Paid
198,198,Visa,8380.64,Paid
199,199,UPI,8671.13,Paid
200,200,Gift Card,4625.57,Paid
201,201,PayPal,5706.73,Refunded
202,202,Mastercard,9140.06,Paid
203,203,Mastercard,5858.6,Paid
204,204,Mastercard,4822.36,Paid
205,205,Mastercard,4924.9,Paid
206,206,Visa,1918.5,Refunded
207,207,Gift Card,8690.14,Paid
208,208,PayPal,3811.26,Paid
209,209,UPI,1607.58,Paid
210,210,Mastercard,7509.42,Paid
211,211,Visa,4022.63,Paid
212,212,Mastercard,8298.93,Paid
213,213,UPI,5588.04,Refunded
214,214,Visa,6508.2,Paid
215,215,UPI,5385,Refunded
216,216,Gift Card,3609.19,Refunded
217,217,Mastercard,5473.43,Paid
218,218,Visa,4899.58,Paid
219,219,Gift Card,5277.08,Paid
220,220,PayPal,4650.62,Paid
221,221,Mastercard,7489.41,Paid
222,222,Visa,4389.06,Paid
223,223,PayPal,12358.19,Paid
224,224,Mastercard,5045.24,Paid
225,225,Mastercard,9964.88,Paid
226,226,Visa,4095.05,Paid
227,227,UPI,12735.76,Paid
228,228,Gift Card,9420.27,Paid
229,229,UPI,2873.15,Paid
230,230,Gift Card,2008.76,Refunded
231,231,Visa,11035.97,Paid
232,232,PayPal,1156.65,Paid
233,233,Visa,3890.69,Paid
234,234,Visa,3859.15,Refunded
235,235,Mastercard,5044.17,Paid
236,236,Visa,3704.58,Paid
237,237,Visa,7121.29,Refunded
238,238,UPI,8914.05,Refunded
239,239,Mastercard,12430.79,Paid
240,240,Gift Card,9772.41,Refunded
241,241,Gift Card,1616.93,Paid
242,242,Gift Card,6517.73,Refunded
243,243,Mastercard,8645.84,Paid
244,244,Gift Card,15427.51,Paid
245,245,Visa,5510.96,Paid
246,246,PayPal,8980.78,Refunded
247,247,UPI,13445.66,Paid
248,248,Gift Card,9806.65,Paid
249,249,Gift Card,4003.49,Paid
250,250,PayPal,4008.92,Refunded
251,251,PayPal,9881.59,Paid
252,252,Gift Card,10310.57,Paid
253,253,UPI,5577.58,Paid
254,254,Gift Card,6246.01,Paid
255,255,Visa,1697.92,Paid
256,256,UPI,4987.06,Paid
257,257,Mastercard,7886.77,Paid
258,258,PayPal,2348.22,Paid
259,259,Mastercard,7818.21,Paid
260,260,Gift Card,9762.06,Paid
261,261,Visa,5221.16,Paid
262,262,PayPal,4177.16,Paid
263,263,Mastercard,15472.6,Refunded
264,264,PayPal,2010.92,Paid
265,265,UPI,6077.17,Paid
266,266,PayPal,1920.13,Paid
267,267,Mastercard,3685.06,Refunded
268,268,UPI,956.43,Paid
269,269,Visa,1008.71,Refunded
270,270,Mastercard,8680.64,Paid
271,271,Visa,9416.46,Paid
272,272,Mastercard,11493.48,Paid
273,273,UPI,3955.98,Paid
274,274,Gift Card,1083.74,Refunded
275,275,UPI,7294.78,Paid
276,276,UPI,14284.81,Paid
277,277,UPI,7200.89,Paid
278,278,Mastercard,3252.27,Paid
279,279,Gift Card,1283.03,Paid
280,280,PayPal,3668.81,Paid
281,281,Gift Card,13765.92,Paid
282,282,UPI,4641.38,Paid
283,283,PayPal,2339.85,Paid
284,284,Mastercard,3515.96,Paid
285,285,UPI,3613.27,Paid
286,286,Mastercard,1132,Paid
287,287,Mastercard,9753.84,Refunded
288,288,Gift Card,5110.59,Paid
289,289,Mastercard,3580.17,Paid
290,290,UPI,14474.01,Paid
291,291,Visa,5040.93,Paid
292,292,Mastercard,12832.91,Refunded
293,293,Visa,2729,Paid
294,294,Visa,4814.47,Paid
295,295,Visa,12542.09,Refunded
296,296,Gift Card,3844.55,Paid
297,297,Visa,4644.98,Paid
298,298,UPI,10287.35,Paid
299,299,UPI,7789.32,Paid
300,300,PayPal,2822.65,Paid
301,301,Gift Card,8134.08,Paid
302,302,Mastercard,11867.96,Paid
303,303,UPI,10223.07,Paid
304,304,Mastercard,7265.53,Paid
305,305,Mastercard,6191.07,Refunded
306,306,Mastercard,1078.38,Paid
307,307,PayPal,3936.55,Paid
308,308,UPI,14880.82,Paid
309,309,Gift Card,8063.62,Paid
310,310,PayPal,7292.44,Refunded
311,311,Mastercard,3771.09,Paid
312,312,Mastercard,2182.82,Refunded
313,313,UPI,12463.9,Paid
314,314,PayPal,8821.79,Paid
315,315,Mastercard,14431.45,Refunded
316,316,Gift Card,13372.4,Paid
317,317,Mastercard,8562.57,Paid
318,318,Gift Card,3282.68,Paid
319,319,UPI,8400.14,Paid
320,320,Visa,90.68,Paid
321,321,UPI,1723.64,Paid
322,322,Visa,15028.32,Paid
323,323,PayPal,3543.31,Refunded
324,324,Visa,78.93,Paid
325,325,Mastercard,5491.11,Paid
326,326,Mastercard,4335.72,Paid
327,327,PayPal,4842.02,Paid
328,328,Visa,6422.52,Paid
329,329,Visa,8541.34,Paid
330,330,Gift Card,5431.47,Paid
331,331,Mastercard,4893.96,Paid
332,332,Mastercard,2031.7,Paid
333,333,PayPal,1203.47,Paid
334,334,PayPal,3238.78,Paid
335,335,UPI,8355.34,Paid
336,336,Mastercard,7370.19,Paid
337,337,PayPal,3079.25,Refunded
338,338,Gift Card,7719.3,Paid
339,339,Gift Card,1820.86,Paid
340,340,PayPal,11495.66,Paid
341,341,Visa,10577.23,Paid
342,342,UPI,12511.89,Paid
343,343,PayPal,7201.07,Paid
344,344,Visa,13307.42,Paid
345,345,PayPal,16062.74,Paid
346,346,Visa,5622.28,Paid
347,347,Visa,1373.29,Paid
348,348,Gift Card,8458.8,Paid
349,349,Gift Card,2275.66,Paid
350,350,PayPal,2816.39,Paid
351,351,PayPal,5543.96,Paid
352,352,UPI,11228.97,Refunded
353,353,Visa,4532.7,Paid
354,354,Visa,1689.31,Paid
355,355,Visa,7630.02,Paid
356,356,Mastercard,3645.8,Paid
357,357,Gift Card,7869.83,Paid
358,358,Gift Card,14778.57,Paid
359,359,PayPal,8801.89,Paid
360,360,Gift Card,5285.91,Paid
361,361,Visa,8918.7,Paid
362,362,Gift Card,4612,Paid
363,363,Mastercard,4416.07,Paid
364,364,Visa,7541.34,Paid
365,365,Gift Card,3433.06,Paid
366,366,PayPal,792.46,Paid
367,367,Gift Card,2455.01,Paid
368,368,Visa,389.22,Paid
369,369,Mastercard,1379.35,Paid
370,370,UPI,995.2,Refunded
371,371,Gift Card,7778.83,Paid
372,372,Gift Card,12245.43,Refunded
373,373,PayPal,7149.05,Paid
374,374,Visa,5305.6,Refunded
375,375,UPI,2045.87,Paid
376,376,Gift Card,4041.67,Paid
377,377,UPI,2441.64,Paid
378,378,Visa,8072.73,Refunded
379,379,Gift Card,7852.54,Paid
380,380,Gift Card,9965.53,Paid
381,381,Visa,4786.82,Paid
382,382,Mastercard,565.47,Refunded
383,383,UPI,7335.02,Paid
384,384,Gift Card,2236.54,Paid
385,385,PayPal,14622.21,Paid
386,386,Gift Card,5533.54,Refunded
387,387,UPI,11461.08,Paid
388,388,Visa,8236.94,Paid
389,389,Gift Card,1126.52,Paid
390,390,PayPal,299.15,Refunded
391,391,Gift Card,4042.39,Paid
392,392,Mastercard,10408.93,Paid
393,393,Visa,9632.47,Paid
394,394,Mastercard,4422.24,Paid
395,395,Gift Card,2430.94,Paid
396,396,PayPal,10129.74,Paid
397,397,Visa,1485.97,Paid
398,398,Mastercard,11813.09,Paid
399,399,UPI,8073.99,Refunded
400,400,Mastercard,11624.34,Paid
401,401,UPI,324.14,Paid
402,402,Visa,3263.46,Refunded
403,403,PayPal,993.59,Paid
404,404,Visa,7452.23,Paid
405,405,UPI,14302.63,Paid
406,406,PayPal,5825.66,Paid
407,407,Visa,4817.63,Paid
408,408,Gift Card,3401.16,Paid
409,409,Visa,4867.78,Paid
410,410,Gift Card,450.03,Paid
411,411,PayPal,10148.03,Paid
412,412,PayPal,9010.99,Paid
413,413,Visa,746.91,Paid
414,414,PayPal,13649.87,Refunded
415,415,UPI,4216.61,Paid
416,416,Visa,5524.74,Refunded
417,417,Gift Card,6071.59,Refunded
418,418,Mastercard,6907.05,Paid
419,419,Visa,394.62,Paid
420,420,PayPal,1109.02,Paid
421,421,UPI,4255.78,Paid
422,422,Gift Card,5761.48,Refunded
423,423,Mastercard,6638.75,Refunded
424,424,Mastercard,11093.12,Paid
425,425,Mastercard,1809.35,Paid
426,426,Mastercard,7509.75,Paid
427,427,Visa,2842,Refunded
428,428,Mastercard,8320.07,Refunded
429,429,Gift Card,750.91,Paid
430,430,PayPal,8290.86,Paid
431,431,UPI,3016.78,Paid
432,432,Gift Card,2573.13,Refunded
433,433,Mastercard,4825.8,Paid
434,434,Mastercard,10271.57,Paid
435,435,Gift Card,12424.07,Paid
436,436,Mastercard,11643.37,Paid
437,437,PayPal,4153.22,Paid
438,438,UPI,1607,Paid
439,439,UPI,1112.14,Paid
440,440,PayPal,4433.8,Refunded
441,441,Mastercard,5261.77,Refunded
442,442,Mastercard,7976.13,Refunded
443,443,Mastercard,3427.89,Paid
444,444,Visa,1746.45,Paid
445,445,Visa,8370.15,Paid
446,446,PayPal,9822.91,Paid
447,447,UPI,1271.24,Paid
448,448,Mastercard,7477.84,Paid
449,449,Gift Card,3671.97,Paid
450,450,Visa,2691.42,Refunded
451,451,Gift Card,1282.48,Refunded
452,452,PayPal,4067.63,Paid
453,453,UPI,8634.83,Paid
454,454,Visa,6302.21,Paid
455,455,UPI,8808.78,Paid
456,456,Mastercard,5621.92,Refunded
457,457,Mastercard,2307.03,Paid
458,458,PayPal,11326.41,Paid
459,459,PayPal,3106.04,Paid
460,460,Gift Card,2056.23,Paid
461,461,Mastercard,1324.06,Paid
462,462,Gift Card,11696.88,Paid
463,463,Mastercard,1236.35,Paid
464,464,UPI,665.26,Refunded
465,465,Visa,4540.11,Paid
466,466,UPI,9842.37,Paid
467,467,Visa,1103.31,Paid
468,468,UPI,6556.39,Paid
469,469,Gift Card,147.79,Refunded
470,470,UPI,2280.92,Paid
471,471,Mastercard,10422.85,Paid
472,472,Mastercard,11661.96,Refunded
473,473,Visa,1173.95,Paid
474,474,Mastercard,13433.85,Paid
475,475,Visa,8184.13,Paid
476,476,UPI,4007.52,Paid
477,477,Mastercard,9572.9,Refunded
478,478,Gift Card,7374.99,Paid
479,479,UPI,11003.88,Paid
480,480,Mastercard,3170.61,Paid
481,481,Gift Card,1072.48,Paid
482,482,PayPal,1666.18,Paid
483,483,Mastercard,16045.65,Paid
484,484,Visa,3777.5,Paid
485,485,Gift Card,1239.27,Paid
486,486,Mastercard,10553.75,Paid
487,487,Visa,5804.55,Refunded
488,488,UPI,302.28,Paid
489,489,Visa,5337.6,Paid
490,490,Visa,10939.09,Refunded
491,491,Visa,12812.79,Paid
492,492,Visa,5114.61,Paid
493,493,Mastercard,10940.52,Paid
494,494,Visa,3433.84,Refunded
495,495,Mastercard,5326.51,Paid
496,496,Mastercard,9415.05,Refunded
497,497,UPI,12722.82,Paid
498,498,PayPal,2615.62,Paid
499,499,Gift Card,4385.38,Paid
500,500,Visa,1395.34,Refunded
501,501,Visa,3313.4,Paid
502,502,Mastercard,4917.49,Paid
503,503,Gift Card,3563.92,Refunded
504,504,Gift Card,7187.82,Refunded
505,505,Gift Card,5716.5,Paid
506,506,PayPal,2300.67,Paid
507,507,Gift Card,11444.59,Paid
508,508,PayPal,7093.22,Paid
509,509,UPI,5278.18,Refunded
510,510,UPI,7120.9,Refunded
511,511,PayPal,13441.31,Paid
512,512,UPI,6374.42,Refunded
513,513,Gift Card,5952.12,Refunded
514,514,UPI,7936.42,Paid
515,515,Gift Card,6814.09,Paid
516,516,Visa,2795.35,Paid
517,517,PayPal,2291.61,Paid
518,518,Visa,7403.53,Paid
519,519,Gift Card,13929.98,Paid
520,520,Mastercard,713.63,Paid
521,521,Mastercard,9784.62,Paid
522,522,PayPal,3367.04,Paid
523,523,UPI,3978.24,Refunded
524,524,PayPal,6703.72,Paid
525,525,Visa,9924.77,Paid
526,526,PayPal,3886.89,Refunded
527,527,Mastercard,11016.77,Paid
528,528,PayPal,9254.81,Paid
529,529,UPI,13514.43,Paid
530,530,Gift Card,8467.09,Paid
531,531,PayPal,4594.39,Paid
532,532,Visa,4092.06,Paid
533,533,Visa,9501.43,Refunded
534,534,Gift Card,5649.82,Paid
535,535,Visa,9872.01,Paid
536,536,PayPal,8374.65,Paid
537,537,PayPal,2884.05,Paid
538,538,UPI,12636.79,Paid
539,539,PayPal,8432.65,Refunded
540,540,Mastercard,4083.23,Paid
541,541,PayPal,13965.13,Paid
542,542,PayPal,4369.5,Paid
543,543,UPI,5760.14,Refunded
544,544,PayPal,12549.62,Refunded
545,545,PayPal,9028.63,Paid
546,546,Mastercard,4359.92,Paid
547,547,Gift Card,10414.17,Paid
548,548,Mastercard,9611.92,Paid
549,549,Mastercard,13993.3,Paid
550,550,PayPal,5959.59,Refunded
551,551,Visa,10249.99,Paid
552,552,PayPal,14425.08,Paid
553,553,Gift Card,6244.68,Paid
554,554,Visa,3219.32,Refunded
555,555,UPI,10943.58,Refunded
556,556,Visa,17618.85,Paid
557,557,Gift Card,4505.45,Paid
558,558,Visa,4298.61,Paid
559,559,PayPal,2793.31,Paid
560,560,Mastercard,10046.46,Paid
561,561,Mastercard,7738.1,Paid
562,562,Visa,4959.32,Paid
563,563,Visa,14313.45,Paid
564,564,Gift Card,9436.72,Paid
565,565,Visa,9940.05,Paid
566,566,PayPal,10582.03,Refunded
567,567,Mastercard,2775.96,Paid
568,568,Visa,5232.52,Paid
569,569,Visa,6942.69,Refunded
570,570,Gift Card,8043.98,Refunded
571,571,Visa,12226.33,Paid
572,572,Visa,245.91,Paid
573,573,PayPal,2562.43,Paid
574,574,Visa,2107.71,Paid
575,575,Gift Card,8900.4,Paid
576,576,Gift Card,6370.81,Refunded
577,577,Mastercard,9590.13,Paid
578,578,UPI,14354.22,Paid
579,579,UPI,2912.73,Paid
580,580,Gift Card,8705.09,Paid
581,581,Gift Card,1435.63,Paid
582,582,Visa,10755.08,Paid
583,583,UPI,5291.14,Refunded
584,584,Gift Card,6645.47,Paid
585,585,Gift Card,8163.95,Refunded
586,586,Visa,5080.69,Paid
587,587,UPI,6239.03,Refunded
588,588,PayPal,4994.72,Paid
589,589,Gift Card,12434.57,Paid
590,590,Mastercard,1966.9,Paid
591,591,PayPal,3948.59,Refunded
592,592,Visa,6399.15,Paid
593,593,Visa,2594.72,Paid
594,594,UPI,6000.14,Paid
595,595,UPI,5873.72,Paid
596,596,Mastercard,4436.43,Refunded
597,597,UPI,1189.89,Paid
598,598,PayPal,9438.37,Paid
599,599,Gift Card,4255.82,Refunded
600,600,Gift Card,5559.98,Paid
601,601,PayPal,7724.29,Paid
602,602,UPI,5761.18,Paid
603,603,Gift Card,6008.71,Paid
604,604,Gift Card,4936.37,Paid
605,605,Visa,4030.51,Refunded
606,606,UPI,8341.07,Paid
607,607,UPI,4990.4,Refunded
608,608,Visa,9891.23,Paid
609,609,PayPal,11881.88,Paid
610,610,Visa,7694.36,Paid
611,611,Gift Card,7941.15,Paid
612,612,Gift Card,12346.11,Paid
613,613,Gift Card,13779.13,Refunded
614,614,Gift Card,7491.46,Paid
615,615,Gift Card,5176.18,Paid
616,616,UPI,1197.74,Paid
617,617,UPI,2457.14,Paid
618,618,UPI,12894.98,Refunded
619,619,Visa,11033.26,Refunded
620,620,Gift Card,1592,Paid
621,621,UPI,10494.55,Paid
622,622,Visa,2291.17,Paid
623,623,Gift Card,1341.62,Paid
624,624,Visa,7633.29,Paid
625,625,PayPal,2053.26,Paid
626,626,PayPal,4167.58,Refunded
627,627,Visa,8479.28,Paid
628,628,Gift Card,11429.05,Paid
629,629,Gift Card,8636.69,Paid
630,630,Gift Card,1601.83,Paid
631,631,Gift Card,11090.53,Refunded
632,632,Visa,12263.83,Refunded
633,633,Gift Card,7341.73,Paid
634,634,Visa,2373.92,Paid
635,635,Mastercard,4670.94,Paid
636,636,UPI,7172.69,Paid
637,637,Gift Card,9176.64,Paid
638,638,UPI,2315.5,Paid
639,639,PayPal,4341.94,Paid
640,640,Visa,403.89,Paid
641,641,UPI,9154.48,Paid
642,642,Gift Card,14685.28,Paid
643,643,Visa,14081.82,Paid
644,644,PayPal,4864.09,Paid
645,645,UPI,6627.33,Paid
646,646,PayPal,4214.75,Refunded
647,647,PayPal,530.7,Paid
648,648,PayPal,14831.28,Paid
649,649,Mastercard,456.83,Paid
650,650,UPI,1615.92,Refunded
651,651,Mastercard,4894.53,Paid
652,652,PayPal,8862.59,Paid
653,653,Gift Card,4362.3,Paid
654,654,Visa,4875.9,Paid
655,655,Mastercard,13122.4,Paid
656,656,Visa,5984.09,Paid
657,657,Mastercard,14127.99,Paid
658,658,PayPal,3422.49,Refunded
659,659,UPI,9605.11,Paid
660,660,Mastercard,10185.99,Paid
661,661,Gift Card,3373.62,Refunded
662,662,Gift Card,7360.23,Refunded
663,663,UPI,7153.66,Paid
664,664,UPI,11319.3,Paid
665,665,PayPal,3094.56,Paid
666,666,PayPal,7863.19,Paid
667,667,Visa,9137.15,Paid
668,668,Visa,10065.59,Paid
669,669,Visa,7466.44,Refunded
670,670,UPI,6639.59,Paid
671,671,Visa,4582.08,Paid
672,672,Mastercard,5495.73,Paid
673,673,UPI,13895.19,Paid
674,674,PayPal,4967.98,Paid
675,675,Visa,4773.17,Paid
676,676,UPI,13231.53,Refunded
677,677,Mastercard,4232.89,Paid
678,678,PayPal,8758.68,Refunded
679,679,Gift Card,3484.68,Paid
680,680,PayPal,2255.01,Refunded
681,681,Mastercard,6863.7,Paid
682,682,PayPal,12462.36,Refunded
683,683,Gift Card,5611.03,Paid
684,684,Mastercard,5613.94,Paid
685,685,PayPal,4235.61,Paid
686,686,Gift Card,9182.97,Refunded
687,687,Mastercard,3069.33,Paid
688,688,Visa,485.02,Paid
689,689,Mastercard,3621.32,Paid
690,690,Mastercard,10094.48,Paid
691,691,Gift Card,3604.14,Paid
692,692,UPI,10922.9,Paid
693,693,Mastercard,928.98,Paid
694,694,PayPal,887.48,Paid
695,695,PayPal,12871.25,Paid
696,696,Mastercard,2157.82,Refunded
697,697,Gift Card,15797.05,Paid
698,698,Mastercard,1405.61,Paid
699,699,Visa,2902.55,Paid
700,700,Visa,3400.42,Refunded
701,701,UPI,4721.9,Refunded
702,702,Gift Card,5994.89,Paid
703,703,PayPal,7157.45,Paid
704,704,Visa,9250.57,Refunded
705,705,Gift Card,4545.45,Refunded
706,706,PayPal,7366.02,Refunded
707,707,Visa,8741.66,Refunded
708,708,Visa,1840.28,Paid
709,709,UPI,760.08,Paid
710,710,Mastercard,3504.88,Paid
711,711,UPI,562.76,Paid
712,712,Gift Card,15201.37,Paid
713,713,Gift Card,2008.55,Paid
714,714,Visa,8355.07,Paid
715,715,Gift Card,12800.06,Paid
716,716,UPI,5325.54,Paid
717,717,Mastercard,2885.82,Refunded
718,718,PayPal,4013.53,Paid
719,719,UPI,8663.07,Paid
720,720,Mastercard,7777.99,Paid
721,721,Gift Card,5105.52,Paid
722,722,PayPal,3842.18,Paid
723,723,Visa,8075.03,Paid
724,724,Visa,13901.89,Paid
725,725,Mastercard,4957.3,Refunded
726,726,UPI,7687.45,Paid
727,727,Visa,9041.18,Paid
728,728,Mastercard,3038.54,Paid
729,729,UPI,5766.92,Refunded
730,730,Mastercard,5952.3,Refunded
731,731,PayPal,4942.13,Refunded
732,732,Gift Card,10092.83,Paid
733,733,Gift Card,8240.03,Paid
734,734,Visa,17318.7,Paid
735,735,PayPal,6936.56,Paid
736,736,Mastercard,9132.35,Refunded
737,737,UPI,5260.7,Paid
738,738,Visa,5147.23,Paid
739,739,Mastercard,2323.69,Paid
740,740,Visa,6442.22,Refunded
741,741,Mastercard,2274.78,Paid
742,742,PayPal,5991.21,Paid
743,743,Mastercard,8411.79,Paid
744,744,Visa,16015.28,Refunded
745,745,Mastercard,5309.84,Paid
746,746,Mastercard,2272.75,Paid
747,747,Gift Card,5482.23,Paid
748,748,UPI,9792.74,Paid
749,749,Mastercard,5285.46,Paid
750,750,PayPal,6078.95,Paid
751,751,UPI,11941.9,Paid
752,752,Gift Card,7728.67,Refunded
753,753,PayPal,2470.31,Paid
754,754,UPI,4449.25,Paid
755,755,PayPal,4526.88,Refunded
756,756,Visa,662.79,Paid
757,757,Gift Card,7135.02,Paid
758,758,PayPal,8827.35,Refunded
759,759,Mastercard,1585.52,Paid
760,760,Visa,1027.23,Paid
761,761,PayPal,5571.23,Refunded
762,762,Visa,6110.25,Paid
763,763,Gift Card,5979.47,Paid
764,764,Gift Card,6697.2,Paid
765,765,UPI,2003.22,Paid
766,766,PayPal,14868.65,Paid
767,767,Gift Card,10212.16,Paid
768,768,UPI,4622.72,Paid
