ProductID,ProductName,Category,SubCategory,Brand,Price,Cost,Stock
204,Dell Item 204,Books,Fiction,Logitech,1355.99,881.39,383
205,Samsung Item 205,Electronics,Laptops,Sony,727.99,473.19,334
206,Philips Item 206,Sports,Outdoor,Sony,1275.99,829.39,236
207,Philips Item 207,Beauty,Skin,Philips,1123.99,730.59,29
208,Nike Item 208,Beauty,Hair,Sony,1001.99,651.29,35
209,Adidas Item 209,Fashion,Shoes,Logitech,565.99,367.89,338
210,Logitech Item 210,Sports,Outdoor,LG,919.99,597.99,69
211,Dell Item 211,Home,Furniture,Adidas,440.99,286.64,378
212,Adidas Item 212,Sports,Outdoor,LG,893.99,581.09,84
213,Nike Item 213,Home,Kitchen,Philips,700.99,455.64,397
214,Samsung Item 214,Electronics,Accessories,LG,423.99,275.59,101
215,HP Item 215,Fashion,Shoes,LG,686.99,446.54,84
216,LG Item 216,Fashion,Shoes,Dell,979.99,636.99,42
217,Sony Item 217,Home,Furniture,LG,1491.99,969.79,398
218,Logitech Item 218,Beauty,Hair,HP,790.99,514.14,125
219,HP Item 219,Home,Furniture,Samsung,737.99,479.69,96
220,Nike Item 220,Books,Business,LG,620.99,403.64,465
221,LG Item 221,Sports,Outdoor,LG,1084.99,705.24,341
222,Sony Item 222,Fashion,Clothing,Nike,1259.99,818.99,406
223,Logitech Item 223,Fashion,Shoes,Apple,526.99,342.54,343
224,LG Item 224,Books,Fiction,Apple,462.99,300.94,431
225,HP Item 225,Home,Kitchen,Nike,861.99,560.29,421
226,HP Item 226,Sports,Fitness,Samsung,278.99,181.34,136
227,Apple Item 227,Sports,Outdoor,Philips,1337.99,869.69,464
228,Samsung Item 228,Books,Fiction,Sony,836.99,544.04,77
229,Dell Item 229,Home,Kitchen,Sony,611.99,397.79,275
230,Adidas Item 230,Books,Business,LG,875.99,569.39,36
231,Apple Item 231,Books,Business,Apple,121.99,79.29,263
232,Nike Item 232,Books,Fiction,Logitech,1001.99,651.29,477
233,Nike Item 233,Books,Fiction,Adidas,133.99,87.09,65
234,Dell Item 234,Beauty,Hair,Apple,405.99,263.89,421
235,Samsung Item 235,Home,Furniture,Dell,1232.99,801.44,127
236,HP Item 236,Books,Business,Nike,1306.99,849.54,64
237,Philips Item 237,Books,Business,Samsung,1263.99,821.59,120
238,Apple Item 238,Beauty,Skin,Adidas,280.99,182.64,50
239,LG Item 239,Home,Kitchen,Apple,133.99,87.09,402
240,Logitech Item 240,Fashion,Clothing,Dell,1188.99,772.84,282
241,Dell Item 241,Home,Furniture,Samsung,753.99,490.09,135
242,Dell Item 242,Beauty,Hair,Philips,1500.99,975.64,284
243,Philips Item 243,Electronics,Laptops,Nike,1487.99,967.19,366
244,Sony Item 244,Electronics,Accessories,Dell,42.99,27.94,288
245,Dell Item 245,Home,Furniture,Samsung,1338.99,870.34,283
246,Apple Item 246,Fashion,Shoes,Apple,1215.99,790.39,156
247,Apple Item 247,Sports,Fitness,HP,1255.99,816.39,270
248,Philips Item 248,Sports,Fitness,Philips,804.99,523.24,479
249,Sony Item 249,Electronics,Accessories,Logitech,462.99,300.94,251
250,Logitech Item 250,Beauty,Hair,Apple,314.99,204.74,106
251,Nike Item 251,Fashion,Shoes,Apple,134.99,87.74,289
252,Nike Item 252,Fashion,Clothing,Sony,896.99,583.04,233
253,HP Item 253,Fashion,Shoes,Apple,978.99,636.34,74
254,LG Item 254,Books,Fiction,Philips,621.99,404.29,383
255,LG Item 255,Fashion,Clothing,HP,677.99,440.69,55
256,Sony Item 256,Fashion,Clothing,Logitech,395.99,257.39,393
257,HP Item 257,Beauty,Hair,Samsung,1143.99,743.59,189
258,Logitech Item 258,Fashion,Clothing,HP,277.99,180.69,167
259,Logitech Item 259,Fashion,Clothing,Apple,491.99,319.79,234
260,Apple Item 260,Electronics,Accessories,Nike,301.99,196.29,9
261,Adidas Item 261,Electronics,Laptops,LG,718.99,467.34,384
262,HP Item 262,Sports,Outdoor,Logitech,140.99,91.64,32
263,Nike Item 263,Beauty,Hair,Adidas,787.99,512.19,229
264,Samsung Item 264,Electronics,Phones,HP,1444.99,939.24,302
265,Logitech Item 265,Sports,Fitness,Samsung,454.99,295.74,484
266,LG Item 266,Beauty,Hair,LG,232.99,151.44,418
267,Sony Item 267,Electronics,Accessories,LG,1201.99,781.29,466
268,HP Item 268,Beauty,Hair,Philips,1229.99,799.49,214
269,LG Item 269,Electronics,Accessories,Samsung,794.99,516.74,126
270,LG Item 270,Fashion,Shoes,Sony,213.99,139.09,201
271,Dell Item 271,Books,Fiction,HP,242.99,157.94,368
272,HP Item 272,Books,Fiction,Dell,425.99,276.89,68
273,HP Item 273,Beauty,Hair,Nike,1167.99,759.19,114
274,LG Item 274,Electronics,Accessories,Adidas,729.99,474.49,143
275,Nike Item 275,Home,Kitchen,Adidas,329.99,214.49,76
276,Nike Item 276,Beauty,Skin,Dell,293.99,191.09,408
277,Logitech Item 277,Home,Kitchen,Sony,422.99,274.94,225
278,HP Item 278,Books,Business,LG,714.99,464.74,282
279,Sony Item 279,Home,Kitchen,Samsung,814.99,529.74,177
280,Dell Item 280,Fashion,Clothing,Adidas,1103.99,717.59,374
281,Dell Item 281,Beauty,Skin,Adidas,1147.99,746.19,392
282,Adidas Item 282,Home,Kitchen,LG,427.99,278.19,220
283,Logitech Item 283,Beauty,Hair,Apple,63.99,41.59,139
284,Apple Item 284,Electronics,Laptops,Logitech,1112.99,723.44,248
285,LG Item 285,Fashion,Clothing,Philips,936.99,609.04,346
286,Philips Item 286,Fashion,Clothing,Samsung,365.99,237.89,335
287,Dell Item 287,Home,Furniture,HP,549.99,357.49,426
288,Logitech Item 288,Beauty,Skin,Sony,1187.99,772.19,124
289,Apple Item 289,Home,Furniture,Logitech,1112.99,723.44,467
290,Dell Item 290,Beauty,Hair,Samsung,963.99,626.59,366
291,Philips Item 291,Books,Business,Nike,1046.99,680.54,469
292,Adidas Item 292,Fashion,Shoes,HP,907.99,590.19,439
293,Logitech Item 293,Electronics,Phones,LG,1158.99,753.34,400
294,Nike Item 294,Sports,Outdoor,Nike,184.99,120.24,411
295,Sony Item 295,Sports,Outdoor,Adidas,1309.99,851.49,483
296,Adidas Item 296,Home,Kitchen,LG,52.99,34.44,421
297,Logitech Item 297,Beauty,Hair,Dell,1086.99,706.54,238
298,Samsung Item 298,Beauty,Hair,HP,1045.99,679.89,309
299,Adidas Item 299,Books,Fiction,HP,71.99,46.79,395
300,Apple Item 300,Books,Fiction,Sony,991.99,644.79,452
301,Logitech Item 301,Sports,Outdoor,Philips,517.99,336.69,193
302,Dell Item 302,Sports,Fitness,Samsung,1319.99,857.99,306
303,Nike Item 303,Home,Kitchen,Apple,230.99,150.14,312
304,Dell Item 304,Sports,Fitness,Adidas,119.99,77.99,95
305,Samsung Item 305,Sports,Outdoor,LG,1235.99,803.39,135
306,Logitech Item 306,Books,Fiction,LG,842.99,547.94,158
307,Philips Item 307,Books,Business,Apple,1360.99,884.64,126
308,Apple Item 308,Home,Furniture,Philips,1135.99,738.39,460
309,LG Item 309,Books,Business,Adidas,103.99,67.59,408
310,HP Item 310,Beauty,Skin,Philips,1363.99,886.59,13
311,Adidas Item 311,Sports,Fitness,Philips,1079.99,701.99,199
312,Adidas Item 312,Electronics,Laptops,Adidas,522.99,339.94,108
313,Dell Item 313,Sports,Outdoor,Logitech,1158.99,753.34,0
314,Logitech Item 314,Beauty,Hair,Nike,159.99,103.99,130
315,HP Item 315,Sports,Outdoor,HP,852.99,554.44,461
316,Philips Item 316,Books,Business,Apple,1218.99,792.34,342
317,Logitech Item 317,Beauty,Hair,Philips,1482.99,963.94,81
318,Sony Item 318,Fashion,Clothing,LG,300.99,195.64,10
319,Dell Item 319,Sports,Fitness,Apple,336.99,219.04,79
320,LG Item 320,Sports,Outdoor,Dell,1027.99,668.19,437
321,Nike Item 321,Fashion,Shoes,Adidas,679.99,441.99,35
322,Philips Item 322,Sports,Fitness,Philips,291.99,189.79,139
323,Dell Item 323,Fashion,Shoes,Logitech,599.99,389.99,445
324,LG Item 324,Sports,Fitness,Dell,135.99,88.39,419
325,Dell Item 325,Sports,Outdoor,Nike,527.99,343.19,393
326,Sony Item 326,Beauty,Hair,HP,879.99,571.99,398
327,Nike Item 327,Fashion,Clothing,Sony,975.99,634.39,293
328,LG Item 328,Home,Kitchen,HP,197.99,128.69,100
329,Dell Item 329,Fashion,Clothing,Dell,464.99,302.24,182
330,Sony Item 330,Beauty,Hair,Dell,791.99,514.79,412
331,Philips Item 331,Sports,Outdoor,Adidas,1061.99,690.29,251
332,Philips Item 332,Fashion,Clothing,Philips,1276.99,830.04,166
333,HP Item 333,Home,Kitchen,Dell,1238.99,805.34,256
334,LG Item 334,Beauty,Skin,HP,597.99,388.69,478
335,Samsung Item 335,Beauty,Hair,LG,758.99,493.34,239
336,Samsung Item 336,Sports,Fitness,Dell,743.99,483.59,76
337,Apple Item 337,Fashion,Shoes,HP,1160.99,754.64,197
338,Dell Item 338,Beauty,Hair,Dell,674.99,438.74,241
339,LG Item 339,Sports,Fitness,LG,200.99,130.64,346
340,Philips Item 340,Sports,Outdoor,Nike,1235.99,803.39,65
341,HP Item 341,Fashion,Shoes,LG,558.99,363.34,201
342,Apple Item 342,Home,Kitchen,LG,1071.99,696.79,19
343,LG Item 343,Sports,Outdoor,Philips,758.99,493.34,73
344,Logitech Item 344,Sports,Outdoor,Dell,791.99,514.79,362
345,Logitech Item 345,Beauty,Skin,Apple,1180.99,767.64,62
346,HP Item 346,Home,Furniture,Dell,406.99,264.54,412
347,Samsung Item 347,Books,Fiction,Nike,89.99,58.49,168
348,Samsung Item 348,Beauty,Skin,Philips,586.99,381.54,51
349,Nike Item 349,Electronics,Phones,LG,29.99,19.49,4
350,Adidas Item 350,Sports,Outdoor,LG,1204.99,783.24,329
351,Adidas Item 351,Home,Furniture,Sony,321.99,209.29,463
352,Apple Item 352,Sports,Outdoor,Sony,1453.99,945.09,74
353,Adidas Item 353,Fashion,Shoes,Adidas,155.99,101.39,496
354,Apple Item 354,Electronics,Accessories,Dell,946.99,615.54,263
355,Philips Item 355,Electronics,Accessories,LG,45.99,29.89,202
356,Nike Item 356,Fashion,Shoes,HP,328.99,213.84,493
357,HP Item 357,Home,Furniture,Philips,481.99,313.29,185
358,HP Item 358,Sports,Fitness,Logitech,94.99,61.74,263
359,LG Item 359,Fashion,Shoes,LG,147.99,96.19,181
360,Nike Item 360,Electronics,Accessories,Dell,407.99,265.19,361
361,Samsung Item 361,Sports,Fitness,Adidas,531.99,345.79,24
362,Nike Item 362,Books,Fiction,Philips,285.99,185.89,97
363,Sony Item 363,Fashion,Clothing,HP,1073.99,698.09,373
364,HP Item 364,Home,Furniture,Sony,968.99,629.84,427
365,Sony Item 365,Sports,Outdoor,Adidas,1002.99,651.94,99
366,Adidas Item 366,Beauty,Hair,Dell,1373.99,893.09,219
367,Sony Item 367,Beauty,Skin,Dell,419.99,272.99,402
368,Samsung Item 368,Fashion,Clothing,LG,1159.99,753.99,374
369,Nike Item 369,Electronics,Laptops,Adidas,1321.99,859.29,391
370,Philips Item 370,Sports,Fitness,Dell,1201.99,781.29,412
371,HP Item 371,Books,Business,Nike,105.99,68.89,439
372,Sony Item 372,Beauty,Skin,Sony,364.99,237.24,215
373,LG Item 373,Books,Fiction,Logitech,1329.99,864.49,477
374,Sony Item 374,Books,Business,Logitech,1025.99,666.89,85
375,Nike Item 375,Home,Kitchen,Samsung,541.99,352.29,142
376,Dell Item 376,Beauty,Skin,Logitech,121.99,79.29,297
377,Samsung Item 377,Home,Furniture,Logitech,808.99,525.84,348
378,Samsung Item 378,Fashion,Clothing,Nike,1307.99,850.19,119
379,LG Item 379,Home,Furniture,Philips,571.99,371.79,327
380,Samsung Item 380,Beauty,Hair,Sony,1349.99,877.49,188
381,Sony Item 381,Sports,Outdoor,Adidas,1077.99,700.69,472
382,Dell Item 382,Sports,Outdoor,Sony,88.99,57.84,456
383,Adidas Item 383,Sports,Fitness,Nike,888.99,577.84,292
384,Logitech Item 384,Sports,Fitness,Sony,898.99,584.34,150
385,HP Item 385,Electronics,Accessories,Dell,1224.99,796.24,281
386,Samsung Item 386,Books,Fiction,Adidas,300.99,195.64,86
387,Sony Item 387,Fashion,Shoes,Logitech,947.99,616.19,143
388,Logitech Item 388,Sports,Outdoor,Samsung,1182.99,768.94,386
389,Adidas Item 389,Home,Furniture,Samsung,1452.99,944.44,413
390,Apple Item 390,Sports,Outdoor,Philips,33.99,22.09,182
391,Sony Item 391,Home,Kitchen,LG,1383.99,899.59,344
392,Dell Item 392,Fashion,Shoes,Apple,691.99,449.79,12
393,Logitech Item 393,Home,Furniture,Sony,363.99,236.59,177
394,Nike Item 394,Fashion,Shoes,Nike,198.99,129.34,239
395,LG Item 395,Electronics,Phones,Philips,1497.99,973.69,356
396,LG Item 396,Fashion,Shoes,Sony,777.99,505.69,487
397,Philips Item 397,Beauty,Skin,Dell,635.99,413.39,329
398,HP Item 398,Electronics,Phones,Sony,512.99,333.44,303
399,Philips Item 399,Books,Fiction,Dell,94.99,61.74,343
400,Adidas Item 400,Beauty,Skin,Samsung,1305.99,848.89,115
401,Dell Item 401,Beauty,Hair,Philips,487.99,317.19,234
402,Nike Item 402,Fashion,Clothing,Philips,723.99,470.59,308
403,Apple Item 403,Beauty,Hair,LG,760.99,494.64,316
404,Philips Item 404,Books,Business,Sony,1238.99,805.34,161
405,Philips Item 405,Sports,Fitness,Nike,33.99,22.09,490
406,Philips Item 406,Books,Business,Samsung,1125.99,731.89,148
407,Sony Item 407,Electronics,Laptops,Dell,160.99,104.64,198
408,Sony Item 408,Home,Kitchen,Sony,474.99,308.74,416
409,Sony Item 409,Electronics,Accessories,HP,773.99,503.09,92
410,HP Item 410,Home,Kitchen,Logitech,169.99,110.49,405
411,Logitech Item 411,Fashion,Clothing,Apple,1232.99,801.44,140
412,Sony Item 412,Home,Furniture,Logitech,1121.99,729.29,456
413,HP Item 413,Sports,Outdoor,Philips,1416.99,921.04,214
414,Apple Item 414,Sports,Fitness,Logitech,1426.99,927.54,434
415,Philips Item 415,Fashion,Shoes,Apple,1290.99,839.14,377
416,Adidas Item 416,Fashion,Shoes,Nike,444.99,289.24,21
