OrderItemID,OrderID,ProductID,Qty,UnitPrice,DiscountPct,Tax,LineTotal
54,13,446,2,169.99,10,24.48,330.46
55,14,186,2,937.99,15,127.57,1722.15
56,14,450,1,670.99,10,48.31,652.2
57,14,109,1,1104.99,15,75.14,1014.38
58,14,425,4,817.99,15,222.49,3003.66
59,14,224,4,462.99,15,125.93,1700.1
60,14,53,2,766.99,10,110.45,1491.03
61,15,308,3,1135.99,10,245.37,3312.54
62,15,364,4,968.99,5,294.57,3976.73
63,16,334,2,597.99,15,81.33,1097.91
64,16,227,4,1337.99,0,428.16,5780.12
65,16,491,2,891.99,10,128.45,1734.03
66,16,224,1,462.99,10,33.34,450.03
67,16,203,1,992.99,15,67.52,911.56
68,16,96,2,545.99,0,87.36,1179.34
69,17,441,4,766.99,5,233.16,3147.72
70,17,341,1,558.99,0,44.72,603.71
71,17,482,1,774.99,0,62,836.99
72,18,41,1,549.99,0,44,593.99
73,18,48,4,1148.99,10,330.91,4467.27
74,19,44,2,586.99,10,84.53,1141.11
75,19,178,1,1071.99,10,77.18,1041.97
76,20,41,2,549.99,0,88,1187.98
77,20,356,1,328.99,5,25,337.54
78,21,353,3,155.99,15,31.82,429.59
79,21,295,1,1309.99,0,104.8,1414.79
80,22,117,2,957.99,0,153.28,2069.26
81,22,318,1,300.99,5,22.88,308.82
82,22,198,1,1083.99,0,86.72,1170.71
83,22,491,2,891.99,0,142.72,1926.7
84,23,39,1,1415.99,10,101.95,1376.34
85,23,328,2,197.99,10,28.51,384.89
86,23,483,3,897.99,5,204.74,2764.01
87,23,101,3,1394.99,10,301.32,4067.79
88,24,433,2,834.99,15,113.56,1533.04
89,25,10,1,551.99,0,44.16,596.15
90,25,45,1,896.99,5,68.17,920.31
91,25,425,4,817.99,15,222.49,3003.66
92,25,32,3,471.99,15,96.29,1299.86
93,26,372,4,364.99,10,105.12,1419.08
94,26,161,4,1385.99,10,399.17,5388.73
95,26,379,3,571.99,10,123.55,1667.92
96,26,224,4,462.99,5,140.75,1900.11
97,26,494,3,1384.99,5,315.78,4263
98,26,129,3,251.99,10,54.43,734.8
99,27,251,2,134.99,10,19.44,262.42
100,27,49,1,124.99,15,8.5,114.74
101,27,211,2,440.99,5,67.03,904.91
102,28,291,2,1046.99,0,167.52,2261.5
103,28,234,1,405.99,0,32.48,438.47
104,28,438,1,1482.99,0,118.64,1601.63
105,28,162,2,259.99,0,41.6,561.58
106,29,379,2,571.99,15,77.79,1050.17
107,29,58,3,1408.99,0,338.16,4565.13
108,29,330,2,791.99,0,126.72,1710.7
109,29,399,3,94.99,10,20.52,276.99
110,30,398,4,512.99,10,147.74,1994.5
111,30,446,2,169.99,10,24.48,330.46
112,30,171,4,399.99,0,128,1727.96
113,30,413,2,1416.99,5,215.38,2907.66
114,30,118,4,213.99,15,58.21,785.78
115,31,464,1,820.99,5,62.4,842.34
116,31,480,2,833.99,15,113.42,1531.2
117,31,84,1,186.99,10,13.46,181.75
118,32,257,2,1143.99,10,164.73,2223.91
119,32,104,2,1343.99,0,215.04,2903.02
120,32,484,4,622.99,15,169.45,2287.62
121,33,95,2,449.99,5,68.4,923.38
122,33,48,4,1148.99,0,367.68,4963.64
123,34,444,3,682.99,5,155.72,2102.24
124,34,363,3,1073.99,5,244.87,3305.74
125,35,14,3,1137.99,15,232.15,3134.02
126,35,358,4,94.99,0,30.4,410.36
127,35,439,3,168.99,15,34.47,465.39
128,35,216,2,979.99,10,141.12,1905.1
129,35,296,1,52.99,0,4.24,57.23
130,36,327,4,975.99,15,265.47,3583.84
131,36,432,3,423.99,10,91.58,1236.35
132,37,137,1,1014.99,0,81.2,1096.19
133,37,5,4,1162.99,10,334.94,4521.7
134,37,226,1,278.99,15,18.97,256.11
135,37,188,4,1278.99,5,388.81,5248.97
136,37,291,3,1046.99,0,251.28,3392.25
137,37,223,3,526.99,10,113.83,1536.7
138,38,200,2,330.99,10,47.66,643.44
139,38,179,4,251.99,15,68.54,925.31
140,39,42,2,1420.99,15,193.25,2608.93
141,39,359,4,147.99,15,40.25,543.42
142,39,314,3,159.99,15,32.64,440.61
143,39,28,4,176.99,10,50.97,688.13
144,39,16,4,809.99,0,259.2,3499.16
145,39,472,1,393.99,5,29.94,404.23
146,40,366,1,1373.99,0,109.92,1483.91
147,40,69,1,998.99,0,79.92,1078.91
148,40,235,4,1232.99,5,374.83,5060.19
149,40,325,4,527.99,5,160.51,2166.87
150,41,162,3,259.99,5,59.28,800.25
151,41,184,1,446.99,5,33.97,458.61
152,41,297,2,1086.99,10,156.53,2113.11
153,41,21,2,683.99,5,103.97,1403.55
154,41,355,2,45.99,0,7.36,99.34
155,41,321,1,679.99,15,46.24,624.23
156,42,284,2,1112.99,15,151.37,2043.45
157,42,490,4,968.99,0,310.08,4186.04
158,42,415,4,1290.99,15,351.15,4740.52
159,42,116,3,1096.99,5,250.11,3376.53
160,42,185,1,252.99,15,17.2,232.24
161,42,322,3,291.99,10,63.07,851.44
162,43,69,4,998.99,10,287.71,3884.07
163,43,77,3,453.99,15,92.61,1250.28
164,43,65,4,72.99,0,23.36,315.32
165,43,48,3,1148.99,5,261.97,3536.59
166,43,413,1,1416.99,15,96.36,1300.8
167,44,144,4,260.99,10,75.17,1014.73
168,44,233,1,133.99,5,10.18,137.47
169,44,30,2,307.99,15,41.89,565.47
170,45,55,3,856.99,15,174.83,2360.15
171,45,103,2,310.99,5,47.27,638.15
172,45,51,4,246.99,0,79.04,1067
173,46,490,2,968.99,10,139.53,1883.71
174,46,439,4,168.99,5,51.37,693.53
175,46,324,3,135.99,0,32.64,440.61
176,46,270,2,213.99,0,34.24,462.22
177,46,53,2,766.99,15,104.31,1408.19
178,46,500,3,835.99,10,180.57,2437.74
179,47,129,4,251.99,15,68.54,925.31
180,47,35,4,1193.99,0,382.08,5158.04
181,47,138,2,1243.99,15,169.18,2283.96
182,47,242,1,1500.99,0,120.08,1621.07
183,47,270,2,213.99,0,34.24,462.22
184,47,197,1,659.99,15,44.88,605.87
185,48,168,3,387.99,5,88.46,1194.23
186,48,266,2,232.99,10,33.55,452.93
187,48,479,4,1129.99,15,307.36,4149.33
188,48,450,2,670.99,15,91.25,1231.93
189,49,417,2,897.99,5,136.49,1842.67
190,49,439,3,168.99,5,38.53,520.15
191,49,172,3,1080.99,15,220.52,2977.04
192,50,171,3,399.99,15,81.6,1101.57
193,50,367,1,419.99,15,28.56,385.55
194,50,52,2,449.99,5,68.4,923.38
195,50,103,3,310.99,0,74.64,1007.61
196,51,29,4,573.99,5,174.49,2355.65
197,51,319,2,336.99,5,51.22,691.5
198,51,240,1,1188.99,10,85.61,1155.7
199,51,184,2,446.99,10,64.37,868.95
200,51,103,3,310.99,10,67.17,906.84
201,52,460,2,1118.99,15,152.18,2054.46
202,52,265,4,454.99,0,145.6,1965.56
203,52,223,2,526.99,15,71.67,967.55
204,52,448,2,420.99,5,63.99,863.87
205,52,101,2,1394.99,0,223.2,3013.18
206,52,274,4,729.99,15,198.56,2680.53
207,53,428,4,160.99,5,48.94,660.7
208,54,463,4,1279.99,0,409.6,5529.56
209,54,462,4,30.99,15,8.43,113.8
210,54,136,1,182.99,5,13.91,187.75
211,55,91,1,1053.99,0,84.32,1138.31
212,55,452,2,364.99,10,52.56,709.54
213,55,229,3,611.99,15,124.85,1685.42
214,55,358,3,94.99,5,21.66,292.38
215,55,172,1,1080.99,15,73.51,992.35
216,56,394,1,198.99,10,14.33,193.42
217,56,376,4,121.99,0,39.04,527
218,56,418,1,445.99,0,35.68,481.67
219,56,469,2,489.99,10,70.56,952.54
220,56,88,3,322.99,5,73.64,994.16
221,56,176,3,1323.99,5,301.87,4075.24
222,57,125,2,1036.99,0,165.92,2239.9
223,57,338,1,674.99,10,48.6,656.09
224,58,192,3,192.99,5,44,594.02
225,59,181,3,332.99,5,75.92,1024.94
226,59,447,4,1108.99,10,319.39,4311.75
227,59,243,4,1487.99,10,428.54,5785.3
228,59,209,1,565.99,0,45.28,611.27
229,59,415,4,1290.99,15,351.15,4740.52
230,60,251,2,134.99,5,20.52,277
231,60,302,4,1319.99,5,401.28,5417.24
232,60,211,3,440.99,5,100.55,1357.37
233,60,269,1,794.99,5,60.42,815.66
234,60,76,2,1285.99,10,185.18,2499.96
235,61,300,4,991.99,10,285.69,3856.85
236,61,22,4,1226.99,5,373,5035.56
237,61,123,3,271.99,5,62.01,837.18
238,61,366,4,1373.99,15,373.73,5045.3
239,62,15,2,1374.99,0,220,2969.98
240,62,62,3,516.99,10,111.67,1507.54
241,62,465,1,1287.99,15,87.58,1182.37
242,63,158,3,1369.99,5,312.36,4216.83
243,63,120,1,1301.99,5,98.95,1335.84
244,63,64,4,546.99,0,175.04,2363
245,63,423,2,1494.99,5,227.24,3067.72
246,64,36,4,624.99,10,180,2429.96
247,64,445,4,20.99,15,5.71,77.08
248,64,113,2,549.99,0,88,1187.98
249,64,330,1,791.99,15,53.86,727.05
250,65,30,4,307.99,5,93.63,1263.99
251,66,322,1,291.99,5,22.19,299.58
252,67,151,4,683.99,0,218.88,2954.84
253,67,354,2,946.99,5,143.94,1943.22
254,67,407,2,160.99,15,21.89,295.57
255,67,60,2,1245.99,0,199.36,2691.34
256,67,231,2,121.99,15,16.59,223.97
257,67,292,4,907.99,5,276.03,3726.39
258,68,31,3,542.99,15,110.77,1495.39
259,68,340,4,1235.99,0,395.52,5339.48
260,68,107,1,384.99,5,29.26,395
261,68,421,3,1020.99,5,232.79,3142.61
262,68,207,4,1123.99,5,341.69,4612.85
263,69,270,1,213.99,10,15.41,208
264,70,253,4,978.99,10,281.95,3806.31
265,70,310,1,1363.99,10,98.21,1325.8
266,70,226,2,278.99,0,44.64,602.62
267,70,264,3,1444.99,10,312.12,4213.59
268,70,179,4,251.99,15,68.54,925.31
269,71,465,2,1287.99,5,195.77,2642.95
270,71,153,3,850.99,0,204.24,2757.21
271,71,309,1,103.99,0,8.32,112.31
272,72,248,4,804.99,15,218.96,2955.93
273,72,91,2,1053.99,15,143.34,1935.12
274,72,120,1,1301.99,5,98.95,1335.84
275,72,466,4,796.99,10,229.53,3098.69
276,72,76,2,1285.99,0,205.76,2777.74
277,73,428,4,160.99,10,46.37,625.93
278,73,353,3,155.99,15,31.82,429.59
279,73,327,2,975.99,0,156.16,2108.14
280,73,270,2,213.99,0,34.24,462.22
281,73,146,2,26.99,10,3.89,52.47
282,74,44,2,586.99,5,89.22,1204.5
283,74,231,3,121.99,0,29.28,395.25
284,74,315,2,852.99,5,129.65,1750.33
285,75,78,1,1476.99,10,106.34,1435.63
286,75,361,3,531.99,5,121.29,1637.46
287,75,449,1,634.99,15,43.18,582.92
288,75,180,1,656.99,10,47.3,638.59
289,75,227,2,1337.99,10,192.67,2601.05
290,76,486,1,220.99,15,15.03,202.87
291,76,130,4,1187.99,0,380.16,5132.12
292,76,433,2,834.99,0,133.6,1803.58
293,77,469,2,489.99,0,78.4,1058.38
294,77,410,3,169.99,10,36.72,495.69
295,77,427,3,378.99,0,90.96,1227.93
296,77,291,2,1046.99,0,167.52,2261.5
297,77,19,3,1251.99,15,255.41,3447.98
298,78,98,3,1194.99,10,258.12,3484.59
299,78,243,4,1487.99,15,404.73,5463.9
300,78,249,2,462.99,0,74.08,1000.06
301,78,368,2,1159.99,10,167.04,2255.02
302,79,500,1,835.99,15,56.85,767.44
303,79,51,3,246.99,10,53.35,720.22
304,79,384,2,898.99,5,136.65,1844.73
305,79,442,1,799.99,15,54.4,734.39
306,79,286,3,365.99,15,74.66,1007.93
307,80,444,4,682.99,5,207.63,2802.99
308,81,312,2,522.99,10,75.31,1016.69
309,81,78,3,1476.99,0,354.48,4785.45
310,81,212,2,893.99,5,135.89,1834.47
311,81,108,3,1184.99,10,255.96,3455.43
312,81,382,1,88.99,10,6.41,86.5
313,82,15,4,1374.99,0,440,5939.96
314,82,391,1,1383.99,10,99.65,1345.24
315,82,17,1,517.99,5,39.37,531.46
316,82,364,2,968.99,0,155.04,2093.02
317,82,222,2,1259.99,10,181.44,2449.42
318,82,123,3,271.99,10,58.75,793.12
319,83,307,4,1360.99,10,391.97,5291.53
320,83,110,3,628.99,5,143.41,1936.03
321,83,500,3,835.99,10,180.57,2437.74
322,83,164,2,135.99,15,18.49,249.67
323,83,122,1,1350.99,0,108.08,1459.07
324,83,101,1,1394.99,5,106.02,1431.26
325,84,202,3,721.99,0,173.28,2339.25
326,84,203,3,992.99,5,226.4,3056.42
327,84,431,4,124.99,15,34,458.97
328,84,379,3,571.99,10,123.55,1667.92
329,85,95,2,449.99,0,72,971.98
330,85,358,2,94.99,15,12.92,174.4
331,86,220,3,620.99,15,126.68,1710.2
332,86,366,3,1373.99,0,329.76,4451.73
333,86,150,3,335.99,15,68.54,925.31
334,86,212,2,893.99,15,121.58,1641.36
335,86,381,2,1077.99,0,172.48,2328.46
336,87,138,1,1243.99,10,89.57,1209.16
337,87,164,2,135.99,15,18.49,249.67
338,87,397,2,635.99,0,101.76,1373.74
339,87,33,3,1048.99,10,226.58,3058.85
340,88,125,4,1036.99,15,282.06,3807.83
341,88,466,1,796.99,15,54.2,731.64
342,88,374,4,1025.99,10,295.49,3989.05
343,88,261,4,718.99,10,207.07,2795.43
344,89,322,1,291.99,0,23.36,315.35
345,89,379,1,571.99,15,38.9,525.09
346,89,5,4,1162.99,5,353.55,4772.91
347,90,478,3,296.99,10,64.15,866.02
348,90,465,3,1287.99,10,278.21,3755.78
349,90,100,3,291.99,10,63.07,851.44
350,90,145,1,864.99,5,65.74,887.48
351,91,362,2,285.99,15,38.89,525.07
352,91,231,2,121.99,10,17.57,237.15
353,91,104,3,1343.99,5,306.43,4136.8
354,91,417,2,897.99,15,122.13,1648.71
355,91,115,1,548.99,0,43.92,592.91
356,91,481,2,413.99,10,59.61,804.79
357,92,414,1,1426.99,0,114.16,1541.15
358,92,492,4,494.99,0,158.4,2138.36
359,93,66,4,276.99,0,88.64,1196.6
360,93,254,2,621.99,0,99.52,1343.5
361,93,207,3,1123.99,10,242.78,3277.55
362,93,58,1,1408.99,0,112.72,1521.71
363,94,300,3,991.99,0,238.08,3214.05
364,94,493,4,451.99,15,122.94,1659.71
365,94,27,1,788.99,10,56.81,766.9
366,94,215,3,686.99,5,156.63,2114.55
367,94,120,2,1301.99,0,208.32,2812.3
368,95,369,4,1321.99,5,401.88,5425.44
369,96,310,4,1363.99,0,436.48,5892.44
370,96,408,1,474.99,10,34.2,461.69
371,96,420,1,653.99,5,49.7,670.99
372,97,144,3,260.99,5,59.51,803.33
373,97,486,2,220.99,15,30.05,405.73
374,97,15,3,1374.99,5,313.5,4232.22
375,97,493,3,451.99,10,97.63,1318
376,97,426,2,887.99,5,134.97,1822.15
377,97,355,3,45.99,15,9.38,126.65
378,98,358,3,94.99,5,21.66,292.38
379,98,180,1,656.99,10,47.3,638.59
380,99,347,4,89.99,0,28.8,388.76
381,99,440,3,637.99,10,137.81,1860.38
382,100,58,2,1408.99,10,202.89,2739.07
383,100,166,2,247.99,0,39.68,535.66
384,100,115,4,548.99,0,175.68,2371.64
385,100,388,2,1182.99,0,189.28,2555.26
386,100,126,3,1486.99,15,303.35,4095.17
387,101,444,1,682.99,15,46.44,626.98
388,101,375,4,541.99,15,147.42,1990.19
389,101,170,2,865.99,10,124.7,1683.48
390,102,482,2,774.99,15,105.4,1422.88
391,102,16,3,809.99,10,174.96,2361.93
392,102,477,3,1192.99,15,243.37,3285.49
393,103,221,3,1084.99,10,234.36,3163.83
394,103,74,3,143.99,10,31.1,419.87
395,103,500,3,835.99,5,190.61,2573.18
396,104,131,1,371.99,10,26.78,361.57
397,104,55,3,856.99,15,174.83,2360.15
398,104,376,1,121.99,10,8.78,118.57
399,104,168,4,387.99,10,111.74,1508.5
400,104,436,3,541.99,10,117.07,1580.44
401,105,31,1,542.99,15,36.92,498.46
402,105,4,1,935.99,5,71.14,960.33
403,106,13,3,241.99,10,52.27,705.64
404,107,264,1,1444.99,10,104.04,1404.53
405,107,291,1,1046.99,15,71.2,961.14
406,108,452,3,364.99,10,78.84,1064.31
407,108,358,2,94.99,15,12.92,174.4
408,108,49,3,124.99,0,30,404.97
409,108,17,2,517.99,5,78.73,1062.91
410,108,383,2,888.99,0,142.24,1920.22
411,109,487,4,417.99,15,113.69,1534.86
412,109,201,3,501.99,0,120.48,1626.45
413,109,481,4,413.99,10,119.23,1609.59
414,109,319,4,336.99,0,107.84,1455.8
415,109,180,4,656.99,0,210.24,2838.2
416,109,333,1,1238.99,15,84.25,1137.39
417,110,348,2,586.99,5,89.22,1204.5
418,111,496,4,484.99,10,139.68,1885.64
419,111,351,3,321.99,15,65.69,886.76
420,111,62,4,516.99,0,165.44,2233.4
421,111,72,1,436.99,5,33.21,448.35
422,111,102,1,1242.99,0,99.44,1342.43
423,112,332,1,1276.99,0,102.16,1379.15
424,112,168,2,387.99,5,58.97,796.15
425,112,340,2,1235.99,5,187.87,2536.25
426,112,229,3,611.99,15,124.85,1685.42
427,113,399,3,94.99,15,19.38,261.6
428,113,142,2,614.99,10,88.56,1195.54
429,113,239,4,133.99,10,38.59,520.95
430,114,411,3,1232.99,5,281.12,3795.14
431,114,342,4,1071.99,5,325.88,4399.44
432,114,428,2,160.99,10,23.18,312.96
433,114,395,4,1497.99,0,479.36,6471.32
434,114,357,4,481.99,10,138.81,1873.97
435,114,49,4,124.99,10,36,485.96
436,115,106,3,151.99,10,32.83,443.2
437,115,121,3,318.99,10,68.9,930.17
438,115,348,2,586.99,15,79.83,1077.71
439,115,465,3,1287.99,5,293.66,3964.43
440,116,76,1,1285.99,15,87.45,1180.54
441,116,475,1,1263.99,10,91.01,1228.6
442,116,366,4,1373.99,0,439.68,5935.64
443,116,390,3,33.99,10,7.34,99.11
444,117,281,1,1147.99,10,82.66,1115.85
445,117,395,1,1497.99,0,119.84,1617.83
446,117,214,3,423.99,0,101.76,1373.73
447,117,267,2,1201.99,5,182.7,2466.48
448,117,250,2,314.99,15,42.84,578.32
449,118,7,2,814.99,5,123.88,1672.36
450,118,249,3,462.99,0,111.12,1500.09
451,119,442,1,799.99,15,54.4,734.39
452,119,160,4,1272.99,15,346.25,4674.42
453,119,175,1,667.99,0,53.44,721.43
454,119,222,2,1259.99,10,181.44,2449.42
455,119,152,2,47.99,0,7.68,103.66
456,119,234,4,405.99,10,116.93,1578.49
457,120,229,1,611.99,15,41.62,561.81
458,120,304,4,119.99,0,38.4,518.36
459,120,25,3,109.99,10,23.76,320.73
460,120,124,2,388.99,5,59.13,798.21
461,120,120,2,1301.99,0,208.32,2812.3
462,120,190,4,1002.99,15,272.81,3682.98
463,121,300,1,991.99,0,79.36,1071.35
464,121,447,1,1108.99,5,84.28,1137.82
465,121,275,3,329.99,15,67.32,908.79
466,122,266,4,232.99,10,67.1,905.86
467,122,81,3,1111.99,0,266.88,3602.85
468,122,76,3,1285.99,15,262.34,3541.61
469,122,4,2,935.99,0,149.76,2021.74
470,123,344,2,791.99,0,126.72,1710.7
471,123,303,3,230.99,10,49.89,673.56
472,124,387,3,947.99,15,193.39,2610.76
473,124,213,4,700.99,15,190.67,2574.04
474,124,225,1,861.99,10,62.06,837.85
475,124,159,3,229.99,5,52.44,707.91
476,125,354,2,946.99,5,143.94,1943.22
477,125,247,2,1255.99,0,200.96,2712.94
478,125,284,1,1112.99,0,89.04,1202.03
479,125,234,3,405.99,10,87.69,1183.86
480,126,61,2,130.99,5,19.91,268.79
481,126,15,1,1374.99,10,99,1336.49
482,126,129,1,251.99,15,17.14,231.33
483,126,440,3,637.99,15,130.15,1757.02
484,127,469,4,489.99,15,133.28,1799.25
485,127,119,4,975.99,10,281.09,3794.65
486,127,439,4,168.99,15,45.97,620.54
487,127,472,3,393.99,10,85.1,1148.87
488,128,480,4,833.99,5,253.53,3422.69
489,128,14,3,1137.99,5,259.46,3502.73
490,129,386,4,300.99,5,91.5,1235.26
491,129,465,3,1287.99,15,262.75,3547.12
492,129,236,1,1306.99,15,88.88,1199.82
493,129,56,4,425.99,5,129.5,1748.26
494,129,153,1,850.99,5,64.68,873.12
495,129,135,4,933.99,15,254.05,3429.62
496,130,356,4,328.99,15,89.49,1208.06
497,131,177,4,1234.99,15,335.92,4534.89
498,131,140,2,1240.99,0,198.56,2680.54
499,131,211,1,440.99,0,35.28,476.27
500,131,68,2,230.99,15,31.41,424.09
501,132,89,1,794.99,0,63.6,858.59
502,132,491,3,891.99,10,192.67,2601.04
503,132,293,2,1158.99,5,176.17,2378.25
504,132,337,3,1160.99,0,278.64,3761.61
505,132,26,2,270.99,15,36.85,497.53
506,133,62,2,516.99,10,74.45,1005.03
507,133,176,2,1323.99,5,201.25,2716.83
508,133,35,4,1193.99,10,343.87,4642.23
509,133,33,1,1048.99,5,79.72,1076.26
510,133,389,4,1452.99,5,441.71,5963.07
511,133,435,4,214.99,5,65.36,882.32
512,134,230,2,875.99,15,119.13,1608.31
513,134,408,3,474.99,0,114,1538.97
514,135,39,1,1415.99,15,96.29,1299.88
515,135,400,4,1305.99,0,417.92,5641.88
516,135,412,2,1121.99,10,161.57,2181.15
517,136,247,3,1255.99,5,286.37,3865.94
518,136,336,2,743.99,0,119.04,1607.02
519,136,478,1,296.99,0,23.76,320.75
520,136,51,4,246.99,10,71.13,960.29
521,137,346,2,406.99,0,65.12,879.1
522,137,129,4,251.99,15,68.54,925.31
523,138,342,4,1071.99,0,343.04,4631
524,139,283,3,63.99,5,14.59,196.96
525,139,44,3,586.99,5,133.83,1806.75
526,139,57,1,461.99,5,35.11,474
527,140,163,3,911.99,15,186.05,2511.62
528,140,57,2,461.99,10,66.53,898.11
529,140,314,2,159.99,5,24.32,328.3
530,140,431,2,124.99,15,17,229.48
531,140,151,4,683.99,5,207.93,2807.09
532,140,112,2,652.99,15,88.81,1198.89
533,141,177,3,1234.99,0,296.4,4001.37
534,141,176,3,1323.99,10,285.98,3860.75
535,141,295,4,1309.99,5,398.24,5376.2
536,141,218,4,790.99,10,227.81,3075.37
537,142,240,2,1188.99,10,171.21,2311.39
538,142,345,2,1180.99,0,188.96,2550.94
539,142,250,2,314.99,15,42.84,578.32
540,142,254,2,621.99,15,84.59,1141.97
541,142,318,4,300.99,10,86.69,1170.25
542,142,204,2,1355.99,10,195.26,2636.04
543,143,283,2,63.99,0,10.24,138.22
544,143,261,3,718.99,5,163.93,2213.05
545,143,137,1,1014.99,0,81.2,1096.19
546,143,255,3,677.99,10,146.45,1977.02
547,143,463,3,1279.99,5,291.84,3939.81
548,143,298,1,1045.99,5,79.5,1073.19
549,144,453,4,351.99,10,101.37,1368.53
550,144,324,1,135.99,15,9.25,124.84
551,144,390,2,33.99,0,5.44,73.42
552,144,457,1,929.99,0,74.4,1004.39
553,144,221,2,1084.99,10,156.24,2109.22
554,145,446,1,169.99,10,12.24,165.23
555,145,10,4,551.99,15,150.14,2026.91
556,145,129,2,251.99,10,36.29,489.87
557,145,374,4,1025.99,15,279.07,3767.44
558,145,414,1,1426.99,5,108.45,1464.09
559,145,498,2,525.99,10,75.74,1022.52
560,146,170,1,865.99,15,58.89,794.98
561,146,149,1,1056.99,10,76.1,1027.39
562,146,121,3,318.99,10,68.9,930.17
563,147,422,4,572.99,10,165.02,2227.78
564,147,52,1,449.99,5,34.2,461.69
565,147,73,4,1030.99,15,280.43,3785.8
566,148,325,3,527.99,5,120.38,1625.15
567,148,181,2,332.99,5,50.61,683.29
568,148,198,2,1083.99,0,173.44,2341.42
569,148,357,2,481.99,10,69.41,936.99
570,149,11,1,1445.99,0,115.68,1561.67
571,150,346,4,406.99,0,130.24,1758.2
572,150,226,4,278.99,10,80.35,1084.71
573,150,191,4,676.99,0,216.64,2924.6
574,150,476,2,732.99,0,117.28,1583.26
575,150,328,4,197.99,0,63.36,855.32
576,150,123,3,271.99,10,58.75,793.12
577,151,208,1,1001.99,0,80.16,1082.15
578,151,61,1,130.99,0,10.48,141.47
579,151,299,4,71.99,15,19.58,264.35
580,151,328,2,197.99,5,30.09,406.27
581,151,289,4,1112.99,5,338.35,4567.71
582,152,59,2,254.99,15,34.68,468.16
583,152,364,1,968.99,0,77.52,1046.51
584,152,133,4,514.99,0,164.8,2224.76
585,153,197,2,659.99,0,105.6,1425.58
586,153,181,4,332.99,15,90.57,1222.74
587,153,20,1,632.99,10,45.58,615.27
588,153,358,4,94.99,10,27.36,369.32
589,153,195,1,420.99,15,28.63,386.47
590,153,298,3,1045.99,0,251.04,3389.01
591,154,305,2,1235.99,10,177.98,2402.76
592,155,284,3,1112.99,5,253.76,3425.78
593,156,190,3,1002.99,15,204.61,2762.23
594,156,205,4,727.99,15,198.01,2673.18
595,156,266,3,232.99,0,55.92,754.89
596,157,401,1,487.99,0,39.04,527.03
597,157,338,2,674.99,15,91.8,1239.28
598,158,385,1,1224.99,15,83.3,1124.54
599,159,416,3,444.99,10,96.12,1297.59
600,159,324,3,135.99,5,31.01,418.58
601,159,190,1,1002.99,0,80.24,1083.23
602,159,32,1,471.99,5,35.87,484.26
603,159,171,2,399.99,10,57.6,777.58
604,160,208,4,1001.99,5,304.6,4112.16
605,160,253,1,978.99,0,78.32,1057.31
606,160,405,3,33.99,15,6.93,93.6
607,160,233,3,133.99,15,27.33,369
608,160,474,3,500.99,10,108.21,1460.88
